-00:00:02.0070000		Run Escape casts Ruin III on Ramuh
00:00:26.2830000		Dengue Fever prepares Medica II on Minju Rose +14389 (CRITICAL)
00:00:26.2830000		Dengue Fever prepares Medica II on Run Escape +9120
00:00:26.2830000		Dengue Fever prepares Medica II on Yoo Rose +14194 (CRITICAL)
00:00:26.2830000		Dengue Fever prepares Medica II on Blue Fever +9359
00:00:26.2830000		Dengue Fever prepares Medica II on Aihyooni Yoomi +9319
00:00:26.2830000		Run Escape prepares Enkindle Bahamut on Ramuh 
00:00:26.3270000		Blue Fever Shot Ramuh 4177
00:00:26.3720000		Run Escape Ruin IV Ramuh 20969
00:00:26.5060000		Demi-Bahamut prepares Wyrmwave on Ramuh 13385 (CRITICAL)
00:00:26.5960000		Yujin Ahn Attack Ramuh 6411
00:00:26.6850000		Dan Tam prepares Attack on Ramuh 3652
00:00:26.7300000		Yujin Ahn Heavy Swing Ramuh 9507
00:00:26.9080000		Demi-Bahamut gains Summon Order III from Ramuh
00:00:26.9080000		Yujin Ahn prepares Onslaught on Ramuh 4708 (CRITICAL)
00:00:26.9530000		Aihyooni Yoomi prepares Broil III on Ramuh 20300
00:00:26.9980000		Minju Rose Riot Blade Ramuh 10046
00:00:27.0420000		Yoo Rose Ruin III Ramuh 15673
00:00:27.0430000		Ramuh prepares Impact on  
00:00:27.0430000		Ramuh prepares Impact on  
00:00:27.0430000		Ramuh prepares Impact on  
00:00:27.0430000		Ramuh prepares Impact on  
00:00:27.0870000		Demi-Bahamut prepares Akh Morn on Ramuh 44536 (DIRECT HIT)
00:00:27.1320000		Dengue Fever Medica II Dengue Fever 8934
00:00:27.1320000		Dengue Fever gains Medica II from Dengue Fever
00:00:27.1320000		Minju Rose prepares Attack on Ramuh 2773
00:00:27.2210000		Dan Tam Attack Ramuh 3652
00:00:27.2650000		Blue Fever Burst Shot Ramuh 11084
00:00:27.2650000		Dengue Fever Medica II Dan Tam 9201
00:00:27.2650000		Dan Tam gains Medica II from Dengue Fever
00:00:27.3100000		Demi-Bahamut prepares Wyrmwave on Ramuh 7582
00:00:27.4000000		Ramuh Impact  0
00:00:27.4000000		Yujin Ahn gains Medica II from Dengue Fever
00:00:27.4890000		Ramuh prepares Unknown_4Bc9 on Minju Rose 26804
00:00:27.5340000		Dengue Fever Medica II Minju Rose 14389
00:00:27.5340000		Minju Rose gains Medica II from Dengue Fever
00:00:27.5340000		Demi-Bahamut Wyrmwave Ramuh 13385
00:00:27.5340000		Yujin Ahn Onslaught Ramuh 4708
00:00:27.5790000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:00:27.5790000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:00:27.5790000		Demi-Bahamut gains The Wanderer's Minuet from Blue Fever
00:00:27.5790000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:27.5790000		Demi-Bahamut gains The Wanderer's Minuet from Blue Fever
00:00:27.5790000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:00:27.5790000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:00:27.5790000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:00:27.5790000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:00:27.6240000		Aihyooni Yoomi prepares Ruin II on Ramuh 13578
00:00:27.6240000		Dan Tam prepares Gust Slash on Ramuh 18697 (CRITICAL)
00:00:27.6680000		Minju Rose Attack Ramuh 2773
00:00:27.6680000		Dengue Fever Medica II Run Escape 9120
00:00:27.6680000		Run Escape gains Medica II from Dengue Fever
00:00:27.7560000		Aihyooni Yoomi Broil III Ramuh 20300
00:00:27.8020000		Dengue Fever Medica II Yoo Rose 14194
00:00:27.8020000		Yoo Rose gains Medica II from Dengue Fever
00:00:27.9340000		Dengue Fever Medica II Blue Fever 9359
00:00:27.9340000		Blue Fever gains Medica II from Dengue Fever
00:00:27.9790000		Demi-Bahamut Akh Morn Ramuh 44536
00:00:28.0240000		Dan Tam Gust Slash Ramuh 18697
00:00:28.0690000		Aihyooni Yoomi gains Medica II from Dengue Fever
00:00:28.2920000		Ramuh Unknown_4Bc9 Minju Rose 26804
00:00:28.2930000		Blue Fever prepares Burst Shot on Ramuh 10512
00:00:28.2930000		Aihyooni Yoomi prepares Energy Drain on Ramuh 16080 (CRITICAL)
00:00:28.2930000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:28.3370000		Demi-Bahamut Wyrmwave Ramuh 7582
00:00:28.3820000		The limit break guage has been updated to 1700. 3 bars are available.
00:00:28.5170000		Yujin Ahn prepares Maim on Ramuh 9241
00:00:28.5610000		Aihyooni Yoomi Ruin II Ramuh 13578
00:00:28.6510000		Blue Fever prepares Shot on Ramuh 4110
00:00:28.6510000		Minju Rose prepares Goring Blade on Ramuh 25146 (CRITICAL)
00:00:28.6960000		Yoo Rose prepares Ruin IV on Ramuh 18904
00:00:28.6960000		Yoo Rose gains Further Ruin from Yoo Rose
00:00:28.8300000		Demi-Bahamut prepares Wyrmwave on Ramuh 12216 (CRITICAL)
00:00:28.8300000		Dengue Fever prepares Glare on Ramuh 30581 (CRITICAL)
00:00:28.8740000		Dan Tam prepares Attack on Ramuh 4544 (DIRECT HIT)
00:00:29.1410000		Yujin Ahn Maim Ramuh 9241
00:00:29.1860000		Minju Rose Goring Blade Ramuh 25146
00:00:29.1860000		Ramuh gains Goring Blade from Minju Rose
00:00:29.3200000		Aihyooni Yoomi Energy Drain Ramuh 16080
00:00:29.3200000		Ramuh Impact  0
00:00:29.3200000		Minju Rose prepares Circle Of Scorn on Ramuh 4166
00:00:29.4080000		Blue Fever Shot Ramuh 4110
00:00:29.4080000		Ramuh Impact  0
00:00:29.4080000		Dan Tam Attack Ramuh 4544
00:00:29.4080000		Minju Rose prepares Attack on Ramuh 4391 (CRITICAL)
00:00:29.4530000		Yujin Ahn prepares Attack on Ramuh 6120 (CRITICAL)
00:00:29.4960000		Yoo Rose Ruin IV Ramuh 18904
00:00:29.7190000		Dan Tam prepares Aeolian Edge on Ramuh 17844
00:00:29.7640000		Blue Fever Burst Shot Ramuh 10512
00:00:29.7640000		Ramuh Impact  0
00:00:29.8530000		Demi-Bahamut Wyrmwave Ramuh 12216
00:00:29.9430000		Minju Rose Attack Ramuh 4391
00:00:29.9870000		Yujin Ahn Attack Ramuh 6120
00:00:29.9870000		Minju Rose prepares Requiescat on Ramuh 18125 (DIRECT HIT)
00:00:29.9870000		Minju Rose gains Requiescat from Minju Rose
00:00:30.0310000		Run Escape prepares Ruin III on Ramuh 29703 (CRITICAL)
00:00:30.0760000		Demi-Bahamut prepares Wyrmwave on Ramuh 10219 (DIRECT HIT)
00:00:30.0760000		Dengue Fever prepares Dia on Ramuh 7774
00:00:30.1200000		Dengue Fever Glare Ramuh 30581
00:00:30.1200000		Aihyooni Yoomi prepares Ruin II on Ramuh 12794
00:00:30.2540000		Dan Tam Aeolian Edge Ramuh 17844
00:00:30.3420000		Minju Rose Circle Of Scorn Ramuh 4166
00:00:30.3420000		Ramuh gains Circle Of Scorn from Minju Rose
00:00:30.5660000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:00:30.5660000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:00:30.5660000		Demi-Bahamut gains The Wanderer's Minuet from Blue Fever
00:00:30.5660000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:30.5660000		Demi-Bahamut gains The Wanderer's Minuet from Blue Fever
00:00:30.5660000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:00:30.5660000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:00:30.5660000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:00:30.5660000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:00:30.6110000		Minju Rose Requiescat Ramuh 18125
00:00:30.7000000		Minju Rose prepares Spirits Within on Ramuh 8252
00:00:30.7000000		Run Escape prepares Ruin IV on Ramuh 25950 (DIRECT HIT)
00:00:30.7890000		Blue Fever prepares Refulgent Arrow on Ramuh 29717 (CRITICAL)
00:00:30.8330000		Run Escape Ruin III Ramuh 29703
00:00:30.9220000		Yujin Ahn prepares Storm's Eye on Ramuh 11746
00:00:31.0570000		Aihyooni Yoomi Ruin II Ramuh 12794
00:00:31.0570000		Dan Tam prepares Attack on Ramuh 3727
00:00:31.1010000		Demi-Bahamut Wyrmwave Ramuh 10219
00:00:31.1460000		Dengue Fever prepares Lucid Dreaming on Dengue Fever 
00:00:31.1910000		Yoo Rose prepares Ruin IV on Ramuh 37244 (CRITICAL)
00:00:31.3690000		Dengue Fever Dia Ramuh 7774
00:00:31.3690000		Ramuh gains Dia from Dengue Fever
00:00:31.4140000		The limit break guage has been updated to 1870. 3 bars are available.
00:00:31.4590000		Minju Rose prepares Holy Spirit on Ramuh 14430
00:00:31.5030000		Run Escape Ruin IV Ramuh 25950
00:00:31.5920000		Minju Rose Spirits Within Ramuh 8252
00:00:31.5920000		Dan Tam Attack Ramuh 3727
00:00:31.5920000		Demi-Bahamut prepares Wyrmwave on Ramuh 8329
00:00:31.5920000		Run Escape prepares Swiftcast on Run Escape 
00:00:31.5920000		Run Escape gains Swiftcast from Run Escape
00:00:31.6800000		Minju Rose prepares Attack on Ramuh 3469 (CRITICAL)
00:00:31.7260000		Blue Fever prepares Shot on Ramuh 6397 (CRITICAL)
00:00:31.7690000		Dengue Fever gains Lucid Dreaming from Dengue Fever
00:00:31.8140000		Demi-Bahamut prepares Wyrmwave on Ramuh 9414 (DIRECT HIT)
00:00:31.8140000		Dan Tam prepares Spinning Edge on Ramuh 8460
00:00:31.8590000		Blue Fever prepares Bloodletter on Ramuh 11727 (CRITICAL)
00:00:31.9480000		Yoo Rose prepares Tri-Disaster on Ramuh 18914
00:00:31.9480000		Ramuh gains Bio III from Yoo Rose
00:00:31.9480000		Ramuh gains Miasma III from Yoo Rose
00:00:31.9930000		Yoo Rose Ruin IV Ramuh 37244
00:00:32.2160000		Minju Rose Holy Spirit Ramuh 14430
00:00:32.2160000		Minju Rose Attack Ramuh 3469
00:00:32.2160000		Dan Tam Spinning Edge Ramuh 8460
00:00:32.2610000		Blue Fever Refulgent Arrow Ramuh 29717
00:00:32.4400000		Yoo Rose gains Surge Protection from 
00:00:32.4850000		Blue Fever Shot Ramuh 6397
00:00:32.5300000		Dengue Fever prepares Regen on Minju Rose +158 (CRITICAL)
00:00:32.5740000		Yujin Ahn Storm's Eye Ramuh 11746
00:00:32.5740000		Yujin Ahn gains Storm's Eye from Yujin Ahn
00:00:32.6190000		Demi-Bahamut Wyrmwave Ramuh 8329
00:00:32.6190000		Aihyooni Yoomi prepares Biolysis on Ramuh 
00:00:32.7520000		Yoo Rose Tri-Disaster Ramuh 18914
00:00:32.8420000		Demi-Bahamut Wyrmwave Ramuh 9414
00:00:32.9750000		Yoo Rose prepares Aetherpact on Yoo Rose +239 (CRITICAL)
00:00:33.1090000		Blue Fever prepares Mage's Ballad on Ramuh 5079 (DIRECT HIT)
00:00:33.1090000		Yoo Rose gains Mage's Ballad from Blue Fever
00:00:33.1090000		Minju Rose gains Mage's Ballad from Blue Fever
00:00:33.1090000		Dengue Fever gains Mage's Ballad from Blue Fever
00:00:33.1090000		Demi-Bahamut gains Mage's Ballad from Blue Fever
00:00:33.1090000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:00:33.1090000		Ruby Carbuncle gains Well Fed from Yoo Rose
00:00:33.1090000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:00:33.1090000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:00:33.1090000		Dan Tam gains Mage's Ballad from Blue Fever
00:00:33.1090000		Run Escape gains Mage's Ballad from Blue Fever
00:00:33.2410000		Ramuh gains Biolysis from Aihyooni Yoomi
00:00:33.2410000		Dan Tam prepares Attack on Ramuh 3548
00:00:33.2410000		Run Escape prepares Ruin III on Ramuh 14636
00:00:33.4640000		Blue Fever Bloodletter Ramuh 11727
00:00:33.5530000		Minju Rose gains Regen from Dengue Fever
00:00:33.5530000		Dengue Fever prepares Divine Benison on Minju Rose 
00:00:33.5970000		Ruby Carbuncle gains Summon Order IV from Ruby Carbuncle
00:00:33.6420000		Ruby Carbuncle prepares Devotion on Blue Fever 
00:00:33.6420000		Ruby Carbuncle prepares Devotion on Yoo Rose 
00:00:33.6420000		Ruby Carbuncle prepares Devotion on Dengue Fever 
00:00:33.6420000		Ruby Carbuncle prepares Devotion on Aihyooni Yoomi 
00:00:33.6420000		Ruby Carbuncle prepares Devotion on Yujin Ahn 
00:00:33.6420000		Ruby Carbuncle prepares Devotion on Run Escape 
00:00:33.6420000		Ruby Carbuncle prepares Devotion on Minju Rose 
00:00:33.6870000		Yoo Rose prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:00:33.7310000		Blue Fever Mage's Ballad Ramuh 5079
00:00:33.7760000		Dan Tam Attack Ramuh 3548
00:00:33.7760000		Blue Fever prepares Burst Shot on Ramuh 16527 (CRITICAL)
00:00:33.8640000		Demi-Bahamut prepares Wyrmwave on Ramuh 10170 (DIRECT HIT)
00:00:33.9080000		Dan Tam prepares Gust Slash on Ramuh 19216 (CRITICAL)
00:00:33.9530000		Minju Rose prepares Holy Spirit on Ramuh 17881 (DIRECT HIT)
00:00:34.0420000		Run Escape Ruin III Ramuh 14636
00:00:34.0420000		Run Escape gains Aetherflow from Run Escape
00:00:34.0420000		Run Escape prepares Energy Drain on Ramuh 7380
00:00:34.3090000		Ruby Carbuncle gains Summon Order from Ramuh
00:00:34.3090000		Dan Tam Gust Slash Ramuh 19216
00:00:34.3540000		Minju Rose gains Divine Benison from Dengue Fever
00:00:34.3990000		The limit break guage has been updated to 2040. 3 bars are available.
00:00:34.4430000		Blue Fever gains Devotion from Ruby Carbuncle
00:00:34.4880000		Blue Fever prepares Empyreal Arrow on Ramuh 10988
00:00:34.5780000		Yoo Rose gains Devotion from Ruby Carbuncle
00:00:34.5780000		Ruby Carbuncle gains Devotion from Ruby Carbuncle
00:00:34.6670000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:00:34.6670000		Ifrit-Egi gains Medicated from Run Escape
00:00:34.7110000		Minju Rose Holy Spirit Ramuh 17881
00:00:34.7110000		Dengue Fever gains Devotion from Ruby Carbuncle
00:00:34.8000000		Blue Fever prepares Shot on Ramuh 4095
00:00:34.8440000		Aihyooni Yoomi gains Devotion from Ruby Carbuncle
00:00:34.9330000		Run Escape gains Aetherflow from Run Escape
00:00:34.9330000		Run Escape prepares Fester on Ramuh 42820 (CRITICAL)
00:00:34.9780000		Yujin Ahn gains Devotion from Ruby Carbuncle
00:00:35.0670000		Run Escape Energy Drain Ramuh 7380
00:00:35.1120000		Run Escape gains Devotion from Ruby Carbuncle
00:00:35.1120000		Ifrit-Egi gains Devotion from Ruby Carbuncle
00:00:35.2450000		Blue Fever Burst Shot Ramuh 16527
00:00:35.2450000		Minju Rose gains Devotion from Ruby Carbuncle
00:00:35.2900000		Blue Fever prepares Bloodletter on Ramuh 7573
00:00:35.5130000		Blue Fever Empyreal Arrow Ramuh 10988
00:00:35.5130000		Ramuh prepares Judgment Jolt on Ramuh 19366
00:00:35.5580000		Blue Fever Shot Ramuh 4095
00:00:35.7810000		Run Escape prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:00:35.8700000		Run Escape Fester Ramuh 42820
00:00:36.0480000		Dan Tam prepares Ten on Dan Tam 
00:00:36.0480000		Dan Tam gains Mudra from Dan Tam
00:00:36.1370000		Yoo Rose prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:00:36.4070000		Ifrit-Egi gains Summon Order from Ramuh
00:00:36.4510000		Minju Rose prepares Holy Spirit on Ramuh 14765
00:00:36.4970000		Dan Tam prepares Chi on Dan Tam 
00:00:36.4970000		Dan Tam gains Mudra from Dan Tam
00:00:36.5410000		Ramuh prepares Judgment Jolt on  
00:00:36.5410000		Ramuh prepares Judgment Jolt on  
00:00:36.5410000		Ramuh prepares Judgment Jolt on  
00:00:36.5860000		Blue Fever prepares Burst Shot on Ramuh 17619 (CRITICAL)
00:00:36.5860000		Yoo Rose gains Mage's Ballad from Blue Fever
00:00:36.5860000		Minju Rose gains Mage's Ballad from Blue Fever
00:00:36.5860000		Dengue Fever gains Mage's Ballad from Blue Fever
00:00:36.5860000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:00:36.5860000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:00:36.5860000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:00:36.5860000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:00:36.5860000		Dan Tam gains Mage's Ballad from Blue Fever
00:00:36.5860000		Run Escape gains Mage's Ballad from Blue Fever
00:00:36.7630000		Ruby Carbuncle gains Summon Order II from Ruby Carbuncle
00:00:36.8960000		Blue Fever Bloodletter Ramuh 7573
00:00:36.8970000		Yoo Rose gains Aetherflow from Yoo Rose
00:00:36.8970000		Yoo Rose prepares Energy Drain on Ramuh 6713
00:00:36.9860000		Aihyooni Yoomi prepares Broil III on Ramuh 19352
00:00:37.2090000		Minju Rose Holy Spirit Ramuh 14765
00:00:37.3420000		Dan Tam prepares Raiton on Ramuh 46548 (CRITICAL)
00:00:37.3880000		The limit break guage has been updated to 2210. 3 bars are available.
00:00:37.5650000		Ifrit-Egi prepares Burning Strike on Ramuh 4221
00:00:37.6980000		Yoo Rose gains Aetherflow from Yoo Rose
00:00:37.6980000		Yoo Rose prepares Fester on Ramuh 20316
00:00:37.7880000		Aihyooni Yoomi Broil III Ramuh 19352
00:00:37.8770000		Blue Fever prepares Shot on Ramuh 4143
00:00:37.9210000		Yoo Rose Energy Drain Ramuh 6713
00:00:38.0560000		Blue Fever Burst Shot Ramuh 17619
00:00:38.0560000		Dan Tam Raiton Ramuh 46548
00:00:38.1440000		Ruby Carbuncle prepares Burning Strike on Ramuh 8328 (CRITICAL)
00:00:38.1440000		Ifrit-Egi prepares Crimson Cyclone on Ramuh 13478
00:00:38.2330000		Minju Rose prepares Intervene on Ramuh 5376
00:00:38.3230000		Dengue Fever prepares Glare on Ramuh 32674 (CRITICAL)
00:00:38.3230000		Run Escape prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:00:38.3680000		Ifrit-Egi Burning Strike Ramuh 4221
00:00:38.6350000		Blue Fever Shot Ramuh 4143
00:00:38.6350000		Yoo Rose Fester Ramuh 20316
00:00:38.7250000		Ruby Carbuncle prepares Flaming Crush on Ramuh 13151
00:00:38.7700000		Ifrit-Egi Crimson Cyclone Ramuh 13478
00:00:38.7700000		Run Escape gains Further Ruin from Run Escape
00:00:38.8150000		Minju Rose Intervene Ramuh 5376
00:00:38.8150000		Yujin Ahn gains Surge Protection from 
00:00:38.9480000		Ruby Carbuncle Burning Strike Ramuh 8328
00:00:38.9480000		Ifrit-Egi gains Summon Order II from Ifrit-Egi
00:00:38.9480000		Run Escape gains Surge Protection from 
00:00:38.9920000		Ifrit-Egi prepares Flaming Crush on Ramuh 13844
00:00:38.9920000		Minju Rose prepares Holy Spirit on Ramuh 15535
00:00:39.0820000		Minju Rose prepares Attack on Ramuh 2491
00:00:39.1260000		Blue Fever prepares Burst Shot on Ramuh 18209 (CRITICAL)
00:00:39.1260000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:39.2160000		Dan Tam prepares Armor Crush on Ramuh 18109
00:00:39.5290000		Dan Tam prepares Attack on Ramuh 5872 (CRITICAL)
00:00:39.5290000		Aihyooni Yoomi prepares Broil III on Ramuh 18336
00:00:39.5740000		Minju Rose gains Mage's Ballad from Blue Fever
00:00:39.5740000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:00:39.5740000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:00:39.5740000		Dan Tam gains Mage's Ballad from Blue Fever
00:00:39.5740000		Yoo Rose gains Mage's Ballad from Blue Fever
00:00:39.5740000		Dengue Fever gains Mage's Ballad from Blue Fever
00:00:39.5740000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:00:39.5740000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:00:39.5740000		Run Escape gains Mage's Ballad from Blue Fever
00:00:39.6190000		Minju Rose Attack Ramuh 2491
00:00:39.6190000		Dengue Fever Glare Ramuh 32674
00:00:39.7530000		Minju Rose Holy Spirit Ramuh 15535
00:00:39.8420000		Dan Tam Armor Crush Ramuh 18109
00:00:39.8870000		Ruby Carbuncle Flaming Crush Ramuh 13151
00:00:39.8870000		Yoo Rose gains Further Ruin from Yoo Rose
00:00:39.9310000		Dan Tam prepares Bhavacakra on Ramuh 22467 (CRITICAL)
00:00:40.0650000		Dan Tam Attack Ramuh 5872
00:00:40.1550000		Ifrit-Egi Flaming Crush Ramuh 13844
00:00:40.1550000		Run Escape gains Further Ruin from Run Escape
00:00:40.3340000		Aihyooni Yoomi Broil III Ramuh 18336
00:00:40.3790000		The limit break guage has been updated to 2380. 3 bars are available.
00:00:40.4240000		Minju Rose gains Surge Protection from 
00:00:40.5140000		Yoo Rose prepares Ruin III on Ramuh 13696
00:00:40.5590000		Dan Tam Bhavacakra Ramuh 22467
00:00:40.6030000		Blue Fever Burst Shot Ramuh 18209
00:00:40.6030000		Ramuh Judgment Jolt  0
00:00:40.6480000		Ifrit-Egi prepares Burning Strike on Ramuh 4557
00:00:40.8710000		Ruby Carbuncle prepares Crimson Cyclone on Ramuh 20651 (CRITICAL)
00:00:40.9610000		Blue Fever prepares Shot on Ramuh 4410
00:00:41.2280000		Yujin Ahn gains Surge Protection from 
00:00:41.2720000		Dan Tam prepares Spinning Edge on Ramuh 12996 (CRITICAL)
00:00:41.3160000		Yoo Rose Ruin III Ramuh 13696
00:00:41.3610000		Minju Rose prepares Attack on Ramuh 3948 (CRITICAL)
00:00:41.4510000		Ifrit-Egi Burning Strike Ramuh 4557
00:00:41.4510000		Ruby Carbuncle prepares Burning Strike on Ramuh 4095
00:00:41.4510000		Blue Fever gains Surge Protection from 
00:00:41.4960000		Ruby Carbuncle Crimson Cyclone Ramuh 20651
00:00:41.4960000		Yoo Rose gains Further Ruin from Yoo Rose
00:00:41.4960000		Minju Rose prepares Confiteor on Ramuh 32400
00:00:41.5400000		Dengue Fever prepares Glare on Ramuh 21014
00:00:41.5850000		Blue Fever prepares Refulgent Arrow on Ramuh 16890
00:00:41.6740000		Dan Tam Spinning Edge Ramuh 12996
00:00:41.7190000		Blue Fever Shot Ramuh 4410
00:00:41.7200000		Dan Tam prepares Attack on Ramuh 4639 (DIRECT HIT)
00:00:41.8980000		Minju Rose Attack Ramuh 3948
00:00:41.9420000		Dan Tam gains Surge Protection from 
00:00:42.0760000		Yujin Ahn prepares Attack on Ramuh 6913 (CRITICAL)
00:00:42.1210000		Minju Rose Confiteor Ramuh 32400
00:00:42.2090000		Yujin Ahn prepares Heavy Swing on Ramuh 6135
00:00:42.2550000		Ruby Carbuncle Burning Strike Ramuh 4095
00:00:42.2550000		Dan Tam Attack Ramuh 4639
00:00:42.4780000		Aihyooni Yoomi prepares Broil III on Ramuh 18508
00:00:42.5680000		Blue Fever prepares Bloodletter on Ramuh 7596
00:00:42.5680000		Minju Rose gains Mage's Ballad from Blue Fever
00:00:42.5680000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:00:42.5680000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:00:42.5680000		Dan Tam gains Mage's Ballad from Blue Fever
00:00:42.5680000		Yoo Rose gains Mage's Ballad from Blue Fever
00:00:42.5680000		Dengue Fever gains Mage's Ballad from Blue Fever
00:00:42.5680000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:00:42.5680000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:00:42.5680000		Run Escape gains Mage's Ballad from Blue Fever
00:00:42.6120000		Yujin Ahn Attack Ramuh 6913
00:00:42.6560000		Ramuh prepares Executor Summons on Ramuh 19388
00:00:42.7460000		Yujin Ahn Heavy Swing Ramuh 6135
00:00:42.7910000		Run Escape prepares Ruin III on Ramuh 17601 (DIRECT HIT)
00:00:42.8350000		Dengue Fever Glare Ramuh 21014
00:00:43.0590000		Blue Fever Refulgent Arrow Ramuh 16890
00:00:43.1920000		Yujin Ahn gains Surge Protection from 
00:00:43.2810000		Aihyooni Yoomi Broil III Ramuh 18508
00:00:43.3700000		Dan Tam prepares Gust Slash on Ramuh 24589 (CRITICAL)
00:00:43.4160000		The limit break guage has been updated to 2550. 3 bars are available.
00:00:43.5940000		Run Escape Ruin III Ramuh 17601
00:00:43.6390000		Minju Rose prepares Attack on Ramuh 2446
00:00:43.6390000		Yoo Rose prepares Ruin III on Ramuh 13652
00:00:43.6390000		Ramuh prepares Unknown_4Bc9 on Minju Rose +0 (CRITICAL)
00:00:43.7720000		Dan Tam Gust Slash Ramuh 24589
00:00:43.9060000		Ifrit-Egi prepares Burning Strike on Ramuh 7194 (CRITICAL)
00:00:43.9060000		Dan Tam prepares Attack on Ramuh 3596
00:00:43.9960000		Minju Rose prepares Fast Blade on Ramuh 11598 (CRITICAL)
00:00:44.0400000		Blue Fever prepares Shot on Ramuh 6922 (CRITICAL)
00:00:44.0840000		Blue Fever prepares Iron Jaws on Ramuh 10083 (CRITICAL)
00:00:44.1730000		Blue Fever Bloodletter Ramuh 7596
00:00:44.1730000		Minju Rose Attack Ramuh 2446
00:00:44.4420000		Dan Tam Attack Ramuh 3596
00:00:44.4420000		Yoo Rose Ruin III Ramuh 13652
00:00:44.4420000		Ramuh Judgment Jolt  0
00:00:44.5310000		Yujin Ahn prepares Maim on Ramuh 10060
00:00:44.6200000		Minju Rose Fast Blade Ramuh 11598
00:00:44.6640000		Dengue Fever prepares Glare on Ramuh 20847
00:00:44.7080000		Blue Fever Iron Jaws Ramuh 10083
00:00:44.7080000		Ramuh gains Stormbite from Blue Fever
00:00:44.7080000		Ramuh gains Caustic Bite from Blue Fever
00:00:44.7080000		Ifrit-Egi Burning Strike Ramuh 7194
00:00:44.7080000		Ruby Carbuncle prepares Burning Strike on Ramuh 6534 (CRITICAL)
00:00:44.7970000		Blue Fever Shot Ramuh 6922
00:00:45.1100000		Blue Fever prepares Bloodletter on Ramuh 7680
00:00:45.1550000		Yujin Ahn Maim Ramuh 10060
00:00:45.2000000		Yujin Ahn prepares Upheaval on Ramuh 14595
00:00:45.2900000		Run Escape prepares Miasma III on Ramuh 3679 (DIRECT HIT)
00:00:45.3350000		Aihyooni Yoomi prepares Broil III on Ramuh 18535
00:00:45.4230000		Dan Tam prepares Aeolian Edge on Ramuh 18435
00:00:45.4680000		Yujin Ahn prepares Attack on Ramuh 4380
00:00:45.5130000		Ruby Carbuncle Burning Strike Ramuh 6534
00:00:45.5570000		Minju Rose gains Mage's Ballad from Blue Fever
00:00:45.5570000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:00:45.5570000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:00:45.5570000		Dan Tam gains Mage's Ballad from Blue Fever
00:00:45.5570000		Yoo Rose gains Mage's Ballad from Blue Fever
00:00:45.5570000		Dengue Fever gains Mage's Ballad from Blue Fever
00:00:45.5570000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:00:45.5570000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:00:45.5570000		Run Escape gains Mage's Ballad from Blue Fever
00:00:45.8250000		Yujin Ahn Upheaval Ramuh 14595
00:00:45.9140000		Run Escape Miasma III Ramuh 3679
00:00:45.9140000		Ramuh gains Miasma III from Run Escape
00:00:45.9140000		Minju Rose prepares Attack on Ramuh 2400
00:00:45.9590000		Dan Tam Aeolian Edge Ramuh 18435
00:00:45.9590000		Dengue Fever Glare Ramuh 20847
