-00:00:01.9660000		Dengue Fever casts Glare on Ramuh
00:01:54.3440000		Yoo Rose prepares Fester on Ramuh 23556 (DIRECT HIT)
00:01:54.3880000		Run Escape gains Weakness from 
00:01:54.4770000		Blue Fever gains Asylum from Dengue Fever
00:01:54.4770000		Minju Rose gains Asylum from Dengue Fever
00:01:54.4770000		Dan Tam gains Asylum from Dengue Fever
00:01:54.4770000		Yoo Rose gains Asylum from Dengue Fever
00:01:54.4770000		Dengue Fever gains Asylum from Dengue Fever
00:01:54.4770000		Yujin Ahn gains Asylum from Dengue Fever
00:01:54.4770000		Aihyooni Yoomi gains Asylum from Dengue Fever
00:01:54.4770000		Run Escape gains Asylum from Dengue Fever
00:01:54.5220000		Aihyooni Yoomi prepares Broil III on Ramuh 17399
00:01:54.5670000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:01:54.5670000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:01:54.5670000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:01:54.5670000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:01:54.5670000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:01:54.5670000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:01:54.5670000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:01:54.5670000		Eos gains The Wanderer's Minuet from Blue Fever
00:01:54.5670000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:01:54.6580000		Dan Tam prepares Jin on Dan Tam 
00:01:54.6580000		Dan Tam gains Mudra from Dan Tam
00:01:54.8350000		Blue Fever prepares Pitch Perfect on Ramuh 20976
00:01:54.8780000		Blue Fever Burst Shot Ramuh 17598
00:01:55.0570000		Minju Rose Riot Blade Ramuh 9777
00:01:55.0570000		Stormcloud Lightning Bolt  0
00:01:55.1010000		Ruby Carbuncle Burning Strike Ramuh 4045
00:01:55.1460000		Minju Rose prepares Attack on Ramuh 2338
00:01:55.1460000		Dan Tam prepares Suiton on Ramuh 22656
00:01:55.1470000		Dengue Fever prepares Glare on Ramuh 32235 (CRITICAL)
00:01:55.1470000		Yujin Ahn prepares Fell Cleave on Ramuh 33738 (CRITICAL)
00:01:55.1470000		Dan Tam gains Suiton from Dan Tam
00:01:55.2790000		Yoo Rose Fester Ramuh 23556
00:01:55.3240000		Aihyooni Yoomi Broil III Ramuh 17399
00:01:55.3700000		Dan Tam prepares Attack on Ramuh 5568 (CRITICAL)
00:01:55.6370000		Blue Fever Pitch Perfect Ramuh 20976
00:01:55.6370000		Blue Fever prepares Bloodletter on Ramuh 13770 (CRITICAL)
00:01:55.6800000		Minju Rose Attack Ramuh 2338
00:01:55.7700000		Yujin Ahn Fell Cleave Ramuh 33738
00:01:55.9040000		Dan Tam Attack Ramuh 5568
00:01:55.9040000		Stormcloud Lightning Bolt  0
00:01:55.9040000		Yoo Rose prepares Ruin III on Ramuh 12318
00:01:56.1260000		Dan Tam Suiton Ramuh 22656
00:01:56.1260000		Stormcloud Lightning Bolt  0
00:01:56.1260000		Blue Fever prepares Shot on Ramuh 6524 (CRITICAL)
00:01:56.3050000		Run Escape prepares Summon III on Run Escape 
00:01:56.4380000		Dengue Fever Glare Ramuh 32235
00:01:56.6600000		Eos prepares Embrace on Run Escape +4659
00:01:56.7050000		Yoo Rose Ruin III Ramuh 12318
00:01:56.7050000		Minju Rose prepares Goring Blade on Ramuh 17446 (CRITICAL)
00:01:56.7050000		Yujin Ahn prepares Attack on Ramuh 7815 (CRITICAL)
00:01:56.7490000		Dan Tam prepares Spinning Edge on Ramuh 10016 (DIRECT HIT)
00:01:56.8380000		Blue Fever prepares Burst Shot on Ramuh 16370 (CRITICAL)
00:01:56.8380000		Blue Fever gains Straight Shot Ready from Blue Fever
00:01:56.8810000		Blue Fever Shot Ramuh 6524
00:01:56.8810000		Stormcloud Lightning Bolt  0
00:01:57.0600000		Aihyooni Yoomi prepares Broil III on Ramuh 18432
00:01:57.0600000		The limit break guage has been updated to 6630. 3 bars are available.
00:01:57.1040000		Run Escape prepares Lucid Dreaming on Run Escape 
00:01:57.1480000		Dan Tam Spinning Edge Ramuh 10016
00:01:57.2360000		Blue Fever Bloodletter Ramuh 13770
00:01:57.2370000		Minju Rose Goring Blade Ramuh 17446
00:01:57.2370000		Ramuh gains Goring Blade from Minju Rose
00:01:57.2370000		Yujin Ahn Attack Ramuh 7815
00:01:57.2810000		Eos Embrace Run Escape 4659
00:01:57.4140000		Minju Rose prepares Attack on Ramuh 2324
00:01:57.5040000		Yujin Ahn prepares Fell Cleave on Ramuh 36345 (CRITICAL)
00:01:57.5480000		Ruby Carbuncle prepares Burning Strike on Ramuh 8202 (CRITICAL)
00:01:57.5480000		Dan Tam prepares Attack on Ramuh 4574 (DIRECT HIT)
00:01:57.5480000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:01:57.5480000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:01:57.5480000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:01:57.5480000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:01:57.5480000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:01:57.5480000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:01:57.5480000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:01:57.5480000		Eos gains The Wanderer's Minuet from Blue Fever
00:01:57.5480000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:01:57.6810000		Ramuh prepares Tribunal Summons on Ramuh 19372
00:01:57.7270000		Run Escape gains Lucid Dreaming from Run Escape
00:01:57.8610000		Aihyooni Yoomi Broil III Ramuh 18432
00:01:57.9500000		Minju Rose Attack Ramuh 2324
00:01:57.9500000		Ifrit-Egi prepares Burning Strike on Ramuh 5108 (DIRECT HIT)
00:01:57.9500000		Run Escape prepares Addle on Ramuh 
00:01:58.0820000		Dan Tam Attack Ramuh 4574
00:01:58.1270000		Yujin Ahn Fell Cleave Ramuh 36345
00:01:58.3060000		Blue Fever Burst Shot Ramuh 16370
00:01:58.3500000		Ruby Carbuncle Burning Strike Ramuh 8202
00:01:58.3960000		Yoo Rose prepares Ruin III on Ramuh 24392 (CRITICAL)
00:01:58.5740000		Ramuh gains Addle from Run Escape
00:01:58.5740000		Ramuh prepares Unknown_4Bc9 on Minju Rose +19891 (CRITICAL)
00:01:58.7080000		Run Escape prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:01:58.7520000		Ifrit-Egi Burning Strike Ramuh 5108
00:01:58.8420000		Dan Tam prepares Gust Slash on Ramuh 12986
00:01:59.1100000		Minju Rose prepares Fast Blade on Ramuh 6790 (DIRECT HIT)
00:01:59.2000000		Yoo Rose Ruin III Ramuh 24392
00:01:59.2000000		Blue Fever prepares Shot on Ramuh 4958 (DIRECT HIT)
00:01:59.2000000		Dengue Fever prepares Glare on Ramuh 19756
00:01:59.2450000		Dan Tam Gust Slash Ramuh 12986
00:01:59.3340000		Ifrit-Egi gains The Wanderer's Minuet from Blue Fever
00:01:59.3340000		Ifrit-Egi gains Summon Order from Ramuh
00:01:59.3780000		Ramuh Unknown_4Bc9 Minju Rose 19891
00:01:59.3780000		Ifrit-Egi prepares Crimson Cyclone on Ramuh 26931 (CRITICAL)
00:01:59.4240000		Blue Fever prepares Refulgent Arrow on Ramuh 15089
00:01:59.4240000		Aihyooni Yoomi prepares Adloquium on Run Escape +14284
00:01:59.5130000		Run Escape gains Aetherflow from Run Escape
00:01:59.5130000		Run Escape prepares Energy Drain on Ramuh 5910 (DIRECT HIT)
00:01:59.6910000		Minju Rose prepares Attack on Ramuh 2264
00:01:59.7350000		Minju Rose Fast Blade Ramuh 6790
00:01:59.7350000		Dan Tam prepares Attack on Ramuh 3590
00:01:59.9580000		Blue Fever Shot Ramuh 4958
00:02:00.0040000		Ifrit-Egi Crimson Cyclone Ramuh 26931
00:02:00.0040000		Run Escape gains Further Ruin from Run Escape
00:02:00.0490000		Dengue Fever prepares Afflatus Solace on Run Escape +32422
00:02:00.0490000		The limit break guage has been updated to 6800. 3 bars are available.
00:02:00.2260000		Minju Rose Attack Ramuh 2264
00:02:00.2260000		Eos prepares Embrace on Run Escape +4207
00:02:00.2700000		Dan Tam Attack Ramuh 3590
00:02:00.2700000		Run Escape prepares Tri-Disaster on Ramuh 18212 (DIRECT HIT)
00:02:00.2700000		Ramuh gains Bio III from Run Escape
00:02:00.2700000		Ramuh gains Miasma III from Run Escape
00:02:00.4040000		Aihyooni Yoomi Adloquium Run Escape 14284
00:02:00.4040000		Run Escape gains Galvanize from Aihyooni Yoomi
00:02:00.4940000		Dengue Fever Glare Ramuh 19756
00:02:00.5390000		Run Escape Energy Drain Ramuh 5910
00:02:00.5830000		Dengue Fever Afflatus Solace Run Escape 32422
00:02:00.8060000		Ruby Carbuncle prepares Burning Strike on Ramuh 4982 (DIRECT HIT)
00:02:00.8500000		Eos Embrace Run Escape 4207
00:02:00.8950000		Blue Fever Refulgent Arrow Ramuh 15089
00:02:00.8950000		Dan Tam prepares Armor Crush on Ramuh 17508
00:02:00.9410000		Yoo Rose prepares Ruin III on Ramuh 12098
00:02:00.9410000		Yujin Ahn prepares Heavy Swing on Ramuh 6158
00:02:00.9850000		Blue Fever prepares Mage's Ballad on Ramuh 3936
00:02:00.9850000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:02:00.9850000		Minju Rose gains Mage's Ballad from Blue Fever
00:02:00.9850000		Dan Tam gains Mage's Ballad from Blue Fever
00:02:00.9850000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:02:00.9850000		Yoo Rose gains Mage's Ballad from Blue Fever
00:02:00.9850000		Dengue Fever gains Mage's Ballad from Blue Fever
00:02:00.9850000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:02:00.9850000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:02:00.9850000		Eos gains Mage's Ballad from Blue Fever
00:02:00.9850000		Run Escape gains Mage's Ballad from Blue Fever
00:02:01.0290000		Ifrit-Egi prepares Burning Strike on Ramuh 3999
00:02:01.0740000		Run Escape Tri-Disaster Ramuh 18212
00:02:01.1190000		Yujin Ahn prepares Attack on Ramuh 4061
00:02:01.2530000		Run Escape prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:02:01.4760000		Yujin Ahn Heavy Swing Ramuh 6158
00:02:01.4760000		Minju Rose prepares Riot Blade on Ramuh 7750
00:02:01.5200000		Dan Tam Armor Crush Ramuh 17508
00:02:01.6100000		Ruby Carbuncle Burning Strike Ramuh 4982
00:02:01.6100000		Blue Fever Mage's Ballad Ramuh 3936
00:02:01.6100000		Ramuh prepares Unknown_4Bc9 on Minju Rose +18897 (CRITICAL)
00:02:01.6550000		Yujin Ahn Attack Ramuh 4061
00:02:01.7440000		Yoo Rose Ruin III Ramuh 12098
00:02:01.8320000		Ifrit-Egi Burning Strike Ramuh 3999
00:02:01.8790000		Ifrit-Egi gains Summon Order II from Ifrit-Egi
00:02:01.8790000		Dan Tam prepares Kassatsu on Dan Tam 
00:02:01.8790000		Dan Tam gains Kassatsu from Dan Tam
00:02:01.9230000		Ifrit-Egi prepares Flaming Crush on Ramuh 13235
00:02:01.9230000		Blue Fever prepares Burst Shot on Ramuh 10503
00:02:01.9670000		Minju Rose prepares Attack on Ramuh 2352
00:02:02.0560000		Run Escape gains Aetherflow from Run Escape
00:02:02.0560000		Run Escape prepares Fester on Ramuh 18957 (DIRECT HIT)
00:02:02.2330000		Minju Rose Riot Blade Ramuh 7750
00:02:02.2790000		Blue Fever prepares Shot on Ramuh 4942 (DIRECT HIT)
00:02:02.4120000		Ramuh Unknown_4Bc9 Minju Rose 18897
00:02:02.5010000		Minju Rose Attack Ramuh 2352
00:02:02.8140000		Dengue Fever prepares Swiftcast on Dengue Fever 
00:02:02.8140000		Dengue Fever gains Swiftcast from Dengue Fever
00:02:02.9480000		Aihyooni Yoomi prepares Broil III on Ramuh 21917 (DIRECT HIT)
00:02:02.9930000		Run Escape Fester Ramuh 18957
00:02:03.0370000		Blue Fever Shot Ramuh 4942
00:02:03.0370000		The limit break guage has been updated to 6970. 3 bars are available.
00:02:03.0810000		Ifrit-Egi Flaming Crush Ramuh 13235
00:02:03.0810000		Run Escape gains Further Ruin from Run Escape
00:02:03.2600000		Yujin Ahn prepares Maim on Ramuh 9555
00:02:03.3490000		Yoo Rose prepares Ruin III on Ramuh 13118
00:02:03.3940000		Blue Fever Burst Shot Ramuh 10503
00:02:03.5720000		Dengue Fever prepares Medica II on Dengue Fever +9424
00:02:03.5720000		Dengue Fever prepares Medica II on Blue Fever +9255
00:02:03.5720000		Dengue Fever prepares Medica II on Aihyooni Yoomi +9207
00:02:03.5720000		Dengue Fever prepares Medica II on Minju Rose +14321 (CRITICAL)
00:02:03.5720000		Dengue Fever prepares Medica II on Yujin Ahn +9235
00:02:03.5720000		Dengue Fever prepares Medica II on Yoo Rose +8914
00:02:03.5720000		Dengue Fever prepares Medica II on Run Escape +8887
00:02:03.5720000		Dengue Fever prepares Medica II on Dan Tam +8900
00:02:03.5720000		Aihyooni Yoomi prepares Ruin II on Ramuh 12613
00:02:03.5720000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:02:03.5720000		Minju Rose gains Mage's Ballad from Blue Fever
00:02:03.5720000		Dan Tam gains Mage's Ballad from Blue Fever
00:02:03.5720000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:02:03.5720000		Yoo Rose gains Mage's Ballad from Blue Fever
00:02:03.5720000		Dengue Fever gains Mage's Ballad from Blue Fever
00:02:03.5720000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:02:03.5720000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:02:03.5720000		Eos gains Mage's Ballad from Blue Fever
00:02:03.5720000		Run Escape gains Mage's Ballad from Blue Fever
00:02:03.7490000		Aihyooni Yoomi Broil III Ramuh 21917
00:02:03.7940000		Run Escape prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:02:03.8850000		Yujin Ahn Maim Ramuh 9555
00:02:03.8850000		Eos prepares Embrace on Minju Rose +4365
00:02:03.8850000		Minju Rose prepares Royal Authority on Ramuh 14875
00:02:03.8850000		Minju Rose gains Sword Oath from Minju Rose
00:02:03.9730000		Dan Tam prepares Attack on Ramuh 3687
00:02:04.0620000		Ruby Carbuncle prepares Burning Strike on Ramuh 4016
00:02:04.1070000		Ifrit-Egi prepares Burning Strike on Ramuh 8640 (CRITICAL)
00:02:04.1520000		Yoo Rose Ruin III Ramuh 13118
00:02:04.2410000		Minju Rose prepares Attack on Ramuh 2340
00:02:04.2410000		Aihyooni Yoomi prepares Rescue on Run Escape 
00:02:04.4200000		Dengue Fever gains Medica II from Dengue Fever
00:02:04.4200000		Ifrit-Egi gains Summon Order from Ramuh
00:02:04.4200000		Blue Fever prepares Burst Shot on Ramuh 16464 (CRITICAL)
00:02:04.4200000		Yoo Rose prepares Enkindle: Inferno on Ramuh +239 (CRITICAL)
00:02:04.4650000		Minju Rose Royal Authority Ramuh 14875
00:02:04.5090000		Dan Tam Attack Ramuh 3687
00:02:04.5090000		Aihyooni Yoomi Ruin II Ramuh 12613
00:02:04.5090000		Eos Embrace Minju Rose 4365
00:02:04.5090000		Yujin Ahn prepares Attack on Ramuh 3849
00:02:04.5530000		Blue Fever gains Medica II from Dengue Fever
00:02:04.6420000		Ramuh prepares Unknown_4Bc9 on Minju Rose +18912 (CRITICAL)
00:02:04.6880000		Aihyooni Yoomi gains Medica II from Dengue Fever
00:02:04.6880000		Ifrit-Egi prepares Crimson Cyclone on Ramuh 21091 (CRITICAL)
00:02:04.6880000		Dan Tam prepares Spinning Edge on Ramuh 8477
00:02:04.6880000		Run Escape prepares Dreadwyrm Trance on Run Escape 
00:02:04.7750000		Minju Rose Attack Ramuh 2340
00:02:04.8200000		Dengue Fever Medica II Minju Rose 14321
00:02:04.8200000		Minju Rose gains Medica II from Dengue Fever
00:02:04.8650000		Ruby Carbuncle Burning Strike Ramuh 4016
00:02:04.9090000		Ifrit-Egi Burning Strike Ramuh 8640
00:02:04.9540000		Yujin Ahn gains Medica II from Dengue Fever
00:02:05.0440000		Ruby Carbuncle gains Summon Order III from Ramuh
00:02:05.0440000		Yujin Ahn Attack Ramuh 3849
00:02:05.0890000		Dan Tam Spinning Edge Ramuh 8477
00:02:05.0890000		Yoo Rose gains Medica II from Dengue Fever
00:02:05.0890000		Ruby Carbuncle prepares Inferno on Ramuh 19744 (DIRECT HIT)
00:02:05.1330000		Yoo Rose prepares Deathflare on Ramuh 25960
00:02:05.2220000		Dengue Fever Medica II Run Escape 8887
00:02:05.2220000		Run Escape gains Medica II from Dengue Fever
00:02:05.3120000		Ifrit-Egi Crimson Cyclone Ramuh 21091
00:02:05.3120000		Run Escape gains Further Ruin from Run Escape
00:02:05.3560000		Dan Tam gains Medica II from Dengue Fever
00:02:05.3560000		Blue Fever prepares Bloodletter on Ramuh 6857
00:02:05.3560000		Blue Fever prepares Shot on Ramuh 4891 (DIRECT HIT)
00:02:05.4450000		Ramuh Unknown_4Bc9 Minju Rose 18912
00:02:05.5800000		Dan Tam prepares Mug on Ramuh 8991 (CRITICAL)
00:02:05.6230000		Yujin Ahn prepares Storm's Path on Ramuh 11398
00:02:05.8900000		Blue Fever Burst Shot Ramuh 16464
00:02:05.9350000		Yoo Rose Deathflare Ramuh 25960
00:02:06.0240000		Ruby Carbuncle Inferno Ramuh 19744
00:02:06.0240000		Ramuh gains Inferno from Ruby Carbuncle
00:02:06.0240000		Aihyooni Yoomi prepares Biolysis on Ramuh 
00:02:06.0690000		Dengue Fever prepares Afflatus Misery on Ramuh 62283
00:02:06.0690000		The limit break guage has been updated to 7140. 3 bars are available.
00:02:06.1130000		Blue Fever Shot Ramuh 4891
00:02:06.1130000		Dan Tam Mug Ramuh 8991
00:02:06.1130000		Will Of Ramuh prepares Deadly Discharge on Will Of Ramuh 19375
00:02:06.1570000		Dan Tam prepares Attack on Ramuh 3532
00:02:06.2460000		Dan Tam prepares Bhavacakra on Ramuh 11058
00:02:06.2920000		Minju Rose prepares Atonement on Ramuh 14649
00:02:06.2920000		Minju Rose gains Sword Oath from Minju Rose
00:02:06.3360000		Run Escape prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:02:06.5140000		Minju Rose prepares Attack on Ramuh 2305
00:02:06.5590000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:02:06.5590000		Minju Rose gains Mage's Ballad from Blue Fever
00:02:06.5590000		Dan Tam gains Mage's Ballad from Blue Fever
00:02:06.5590000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:02:06.5590000		Yoo Rose gains Mage's Ballad from Blue Fever
00:02:06.5590000		Dengue Fever gains Mage's Ballad from Blue Fever
00:02:06.5590000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:02:06.5590000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:02:06.5590000		Eos gains Mage's Ballad from Blue Fever
00:02:06.5590000		Run Escape gains Mage's Ballad from Blue Fever
00:02:06.6040000		Will Of Ramuh prepares Deadly Discharge on Dan Tam 28647
00:02:06.6040000		Will Of Ramuh prepares Deadly Discharge on Dengue Fever 22770
00:02:06.6040000		Will Of Ramuh prepares Deadly Discharge on Blue Fever 20708
00:02:06.6040000		Will Of Ramuh prepares Deadly Discharge on Run Escape 19857
00:02:06.6040000		Will Of Ramuh prepares Deadly Discharge on Aihyooni Yoomi 22919
00:02:06.6040000		Will Of Ramuh prepares Deadly Discharge on Minju Rose +18732 (CRITICAL)
00:02:06.6040000		Will Of Ramuh prepares Deadly Discharge on Yujin Ahn 0
00:02:06.6040000		Will Of Ramuh prepares Deadly Discharge on Yoo Rose 24540
00:02:06.6470000		Dengue Fever Afflatus Misery Ramuh 62283
00:02:06.6470000		Will Of Ramuh Deadly Discharge Yujin Ahn 0
00:02:06.6470000		Ramuh gains Biolysis from Aihyooni Yoomi
00:02:06.6930000		Dan Tam Attack Ramuh 3532
00:02:06.6930000		Aihyooni Yoomi gains Aetherflow from Aihyooni Yoomi
00:02:06.6930000		Aihyooni Yoomi prepares Aetherflow on Aihyooni Yoomi 1000
00:02:06.8700000		Dan Tam Bhavacakra Ramuh 11058
00:02:06.8700000		Blue Fever prepares Burst Shot on Ramuh 11247
00:02:06.8700000		Blue Fever gains Straight Shot Ready from Blue Fever
00:02:06.9140000		Dan Tam prepares Gust Slash on Ramuh 12332
00:02:06.9580000		Blue Fever Bloodletter Ramuh 6857
00:02:06.9580000		Will Of Ramuh Deadly Discharge Yujin Ahn 0
00:02:06.9580000		Ifrit-Egi gains Summon Order II from Ifrit-Egi
00:02:07.0030000		Ifrit-Egi prepares Flaming Crush on Ramuh 13065
00:02:07.0480000		Minju Rose Attack Ramuh 2305
00:02:07.0930000		Run Escape prepares Fester on Ramuh 23698 (CRITICAL)
00:02:07.1370000		Yujin Ahn Storm's Path Ramuh 11398
00:02:07.2260000		Will Of Ramuh Deadly Discharge Blue Fever 20708
00:02:07.2270000		Will Of Ramuh Deadly Discharge Yujin Ahn 0
00:02:07.2720000		Ruby Carbuncle prepares Burning Strike on Ramuh 3986
00:02:07.3160000		Dan Tam Gust Slash Ramuh 12332
00:02:07.3160000		Will Of Ramuh Deadly Discharge Aihyooni Yoomi 22919
00:02:07.3600000		Will Of Ramuh Deadly Discharge Minju Rose 18732
00:02:07.4050000		Will Of Ramuh Deadly Discharge Yujin Ahn 0
00:02:07.4050000		Aihyooni Yoomi gains Aetherflow from Aihyooni Yoomi
00:02:07.4050000		Aihyooni Yoomi prepares Energy Drain on Ramuh 9489
00:02:07.4490000		Will Of Ramuh Deadly Discharge Yoo Rose 24540
00:02:07.5840000		Minju Rose Atonement Ramuh 14649
00:02:07.5840000		Ifrit-Egi prepares Burning Strike on Ramuh 6771 (CRITICAL)
00:02:07.5840000		Eos prepares Embrace on Minju Rose +4227
00:02:07.6720000		Ramuh prepares Unknown_4Bc9 on Minju Rose 25232
00:02:07.7610000		Yoo Rose prepares Ruin III on Ramuh 16303 (DIRECT HIT)
00:02:08.0300000		Run Escape Fester Ramuh 23698
00:02:08.0750000		Ruby Carbuncle Burning Strike Ramuh 3986
00:02:08.1630000		Ifrit-Egi Flaming Crush Ramuh 13065
00:02:08.1630000		Run Escape gains Further Ruin from Run Escape
00:02:08.2080000		Eos Embrace Minju Rose 4227
00:02:08.3410000		Blue Fever Burst Shot Ramuh 11247
00:02:08.3850000		Ifrit-Egi Burning Strike Ramuh 6771
00:02:08.4300000		Aihyooni Yoomi Energy Drain Ramuh 9489
00:02:08.4300000		Blue Fever prepares Shot on Ramuh 4167
00:02:08.4750000		Ramuh Unknown_4Bc9 Minju Rose 25232
00:02:08.5640000		Yoo Rose Ruin III Ramuh 16303
00:02:08.6530000		Will Of Ixion prepares Gallop on Will Of Ixion 19379
00:02:08.6530000		Will Of Ixion prepares Gallop on Will Of Ixion 19379
00:02:08.6530000		Will Of Ixion prepares Gallop on Will Of Ixion 19379
00:02:08.6530000		Will Of Ixion prepares Gallop on Will Of Ixion 19379
00:02:08.7870000		Minju Rose prepares Attack on Ramuh 2368
00:02:08.9210000		Blue Fever prepares Bloodletter on Ramuh 13735 (CRITICAL)
00:02:08.9210000		Yujin Ahn prepares Attack on Ramuh 4172
00:02:08.9650000		Yoo Rose prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:02:09.0110000		Aihyooni Yoomi prepares Ruin II on Ramuh 20659 (CRITICAL)
00:02:09.0550000		The limit break guage has been updated to 7310. 3 bars are available.
00:02:09.1440000		Will Of Ixion prepares Gallop on  
00:02:09.1440000		Will Of Ixion prepares Gallop on  
00:02:09.1440000		Will Of Ixion prepares Gallop on  
00:02:09.1440000		Will Of Ixion prepares Gallop on  
00:02:09.1880000		Blue Fever Shot Ramuh 4167
00:02:09.1880000		Run Escape prepares Ruin III on Ramuh 9468
00:02:09.3210000		Minju Rose Attack Ramuh 2368
00:02:09.3650000		Dan Tam prepares Attack on Ramuh 6909 (CRITICAL)
00:02:09.4550000		Yujin Ahn Attack Ramuh 4172
00:02:09.5480000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:02:09.5480000		Minju Rose gains Mage's Ballad from Blue Fever
00:02:09.5480000		Dan Tam gains Mage's Ballad from Blue Fever
00:02:09.5480000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:02:09.5480000		Yoo Rose gains Mage's Ballad from Blue Fever
00:02:09.5480000		Dengue Fever gains Mage's Ballad from Blue Fever
00:02:09.5480000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:02:09.5480000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:02:09.5480000		Eos gains Mage's Ballad from Blue Fever
00:02:09.5480000		Run Escape gains Mage's Ballad from Blue Fever
00:02:09.5890000		Ruby Carbuncle gains Summon Order from Ramuh
00:02:09.6790000		Yujin Ahn prepares Heavy Swing on Ramuh 5972
00:02:09.7230000		Blue Fever prepares Bloodletter on Ramuh 7081
00:02:09.7230000		Dengue Fever prepares Afflatus Rapture on Dengue Fever +13767
00:02:09.7230000		Dengue Fever prepares Afflatus Rapture on Blue Fever +21745 (CRITICAL)
00:02:09.7230000		Dengue Fever prepares Afflatus Rapture on Run Escape +13673
00:02:09.7230000		Dengue Fever prepares Afflatus Rapture on Aihyooni Yoomi +13944
00:02:09.7230000		Dengue Fever prepares Afflatus Rapture on Minju Rose +13749
00:02:09.7230000		Dengue Fever prepares Afflatus Rapture on Yoo Rose +21788 (CRITICAL)
00:02:09.7230000		Dengue Fever prepares Afflatus Rapture on Yujin Ahn +14033
00:02:09.7230000		Dengue Fever prepares Afflatus Rapture on Dan Tam +13429
00:02:09.7230000		Aihyooni Yoomi prepares Chain Stratagem on Ramuh 
00:02:09.9000000		Dan Tam Attack Ramuh 6909
00:02:09.9020000		Minju Rose prepares Atonement on Ramuh 23465 (CRITICAL)
00:02:09.9020000		Minju Rose gains Sword Oath from Minju Rose
00:02:09.9450000		Aihyooni Yoomi Ruin II Ramuh 20659
00:02:09.9900000		Run Escape Ruin III Ramuh 9468
00:02:10.0350000		Dan Tam prepares Armor Crush on Ramuh 18578 (DIRECT HIT)
00:02:10.2130000		Yujin Ahn Heavy Swing Ramuh 5972
00:02:10.3030000		Dengue Fever Afflatus Rapture Dengue Fever 13767
00:02:10.4360000		Blue Fever prepares Sidewinder on Ramuh 14660
00:02:10.5250000		Blue Fever Bloodletter Ramuh 13735
00:02:10.5250000		Will Of Ixion Gallop  0
00:02:10.5250000		Ramuh gains Chain Stratagem from Aihyooni Yoomi
00:02:10.5700000		Dengue Fever Afflatus Rapture Run Escape 13673
00:02:10.6150000		Yujin Ahn prepares Onslaught on Ramuh 4719 (CRITICAL)
00:02:10.6580000		Dan Tam Armor Crush Ramuh 18578
00:02:10.7040000		Ramuh prepares Unknown_4Bc9 on Minju Rose +22040 (CRITICAL)
00:02:10.7480000		Dan Tam prepares Trick Attack on Ramuh 17019 (DIRECT HIT)
00:02:10.7480000		Ramuh gains Vulnerability Up from Dan Tam
00:02:10.7920000		Ruby Carbuncle prepares Crimson Cyclone on Ramuh 13536
00:02:10.8370000		Dengue Fever Afflatus Rapture Minju Rose 13749
00:02:10.8820000		Run Escape prepares Enkindle: Inferno on Ramuh +239 (CRITICAL)
00:02:10.9700000		Blue Fever Sidewinder Ramuh 14660
00:02:10.9700000		Ifrit-Egi prepares Burning Strike on Ramuh 7169 (CRITICAL)
00:02:10.9700000		Eos prepares Embrace on Minju Rose +4347
00:02:11.0600000		Minju Rose prepares Attack on Ramuh 4027 (CRITICAL)
00:02:11.1490000		Blue Fever prepares Empyreal Arrow on Ramuh 11001
