-00:00:01.5640000		Dengue Fever casts Glare on Ramuh
00:00:28.2940000		Yujin Ahn prepares Maim on Ramuh 9150
00:00:28.6490000		Aihyooni Yoomi Broil III Ramuh 19790
00:00:28.6940000		Aihyooni Yoomi prepares Ruin II on Ramuh 21540 (CRITICAL)
00:00:28.7830000		Blue Fever prepares Burst Shot on Ramuh 14051 (DIRECT HIT)
00:00:28.7830000		Dan Tam prepares Attack on Ramuh 3415
00:00:28.8280000		Yoo Rose prepares Ruin IV on Ramuh 18770
00:00:28.8280000		Minju Rose prepares Goring Blade on Ramuh 13442
00:00:28.8280000		Yoo Rose gains Further Ruin from Yoo Rose
00:00:28.8710000		Blue Fever Shot Ramuh 6270
00:00:28.9160000		Yujin Ahn Maim Ramuh 9150
00:00:29.0060000		Yoo Rose Ruin III Ramuh 15295
00:00:29.0060000		Ramuh Impact  0
00:00:29.0060000		Minju Rose gains Regen from Dengue Fever
00:00:29.0500000		Yujin Ahn prepares Attack on Ramuh 6073 (CRITICAL)
00:00:29.2740000		Demi-Bahamut Wyrmwave Ramuh 9184
00:00:29.3190000		Dan Tam Attack Ramuh 3415
00:00:29.3640000		Minju Rose Goring Blade Ramuh 13442
00:00:29.3640000		Ramuh gains Goring Blade from Minju Rose
00:00:29.3640000		Dengue Fever prepares Divine Benison on Minju Rose 
00:00:29.3640000		The limit break guage has been updated to 1700. 3 bars are available.
00:00:29.4090000		Minju Rose prepares Attack on Ramuh 4643 (CRITICAL)
00:00:29.5430000		Minju Rose prepares Requiescat on Ramuh 15097
00:00:29.5430000		Minju Rose gains Requiescat from Minju Rose
00:00:29.5870000		Yujin Ahn Attack Ramuh 6073
00:00:29.6320000		Yoo Rose Ruin IV Ramuh 18770
00:00:29.6320000		Aihyooni Yoomi Ruin II Ramuh 21540
00:00:29.6320000		Dan Tam prepares Aeolian Edge on Ramuh 34930 (CRITICAL)
00:00:29.6770000		Run Escape prepares Ruin III on Ramuh 14054
00:00:29.7220000		Demi-Bahamut prepares Wyrmwave on Ramuh 13491 (CRITICAL)
00:00:29.7660000		Demi-Bahamut prepares Wyrmwave on Ramuh 12279 (CRITICAL)
00:00:29.9440000		Minju Rose Attack Ramuh 4643
00:00:29.9440000		Ramuh Impact  0
00:00:30.1680000		Minju Rose Requiescat Ramuh 15097
00:00:30.1680000		Ramuh Impact  0
00:00:30.1680000		Ramuh Impact  0
00:00:30.1680000		Minju Rose gains Divine Benison from Dengue Fever
00:00:30.1680000		Dan Tam Aeolian Edge Ramuh 34930
00:00:30.2130000		Demi-Bahamut gains The Wanderer's Minuet from Blue Fever
00:00:30.2130000		Demi-Bahamut gains The Wanderer's Minuet from Blue Fever
00:00:30.2130000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:00:30.2130000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:00:30.2130000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:30.2130000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:00:30.2130000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:00:30.2130000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:00:30.2130000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:00:30.2570000		Blue Fever Burst Shot Ramuh 14051
00:00:30.3470000		Minju Rose prepares Spirits Within on Ramuh 13487 (CRITICAL)
00:00:30.4810000		Run Escape Ruin III Ramuh 14054
00:00:30.4810000		Run Escape prepares Ruin IV on Ramuh 25342 (DIRECT HIT)
00:00:30.7490000		Demi-Bahamut Wyrmwave Ramuh 13491
00:00:30.7490000		Yujin Ahn prepares Storm's Eye on Ramuh 11976
00:00:30.7940000		Demi-Bahamut Wyrmwave Ramuh 12279
00:00:30.9280000		Blue Fever prepares Pitch Perfect on Ramuh 21448
00:00:30.9280000		Dengue Fever prepares Lucid Dreaming on Dengue Fever 
00:00:30.9720000		Dan Tam prepares Attack on Ramuh 4385 (DIRECT HIT)
00:00:31.1510000		Aihyooni Yoomi prepares Biolysis on Ramuh 
00:00:31.1960000		Blue Fever prepares Shot on Ramuh 5112 (DIRECT HIT)
00:00:31.2410000		Minju Rose Spirits Within Ramuh 13487
00:00:31.2410000		Demi-Bahamut prepares Wyrmwave on Ramuh 17474 (CRITICAL)
00:00:31.2850000		Run Escape Ruin IV Ramuh 25342
00:00:31.2850000		Minju Rose prepares Holy Spirit on Ramuh 14098
00:00:31.3300000		Run Escape prepares Swiftcast on Run Escape 
00:00:31.3300000		Run Escape gains Swiftcast from Run Escape
00:00:31.3750000		Yoo Rose prepares Ruin IV on Ramuh 18268
00:00:31.5090000		Dan Tam Attack Ramuh 4385
00:00:31.5530000		Dengue Fever gains Lucid Dreaming from Dengue Fever
00:00:31.6870000		Minju Rose prepares Attack on Ramuh 2190
00:00:31.6870000		Dan Tam prepares Spinning Edge on Ramuh 8471
00:00:31.7320000		Blue Fever Pitch Perfect Ramuh 21448
00:00:31.7760000		Ramuh gains Biolysis from Aihyooni Yoomi
00:00:31.7760000		Demi-Bahamut prepares Wyrmwave on Ramuh 9324 (DIRECT HIT)
00:00:31.9100000		Blue Fever prepares Bloodletter on Ramuh 10826 (CRITICAL)
00:00:31.9550000		Blue Fever Shot Ramuh 5112
00:00:32.0450000		Minju Rose Holy Spirit Ramuh 14098
00:00:32.0890000		Dan Tam Spinning Edge Ramuh 8471
00:00:32.0890000		Minju Rose prepares Circle Of Scorn on Ramuh 3242
00:00:32.1780000		Yoo Rose Ruin IV Ramuh 18268
00:00:32.2220000		Minju Rose Attack Ramuh 2190
00:00:32.2670000		Demi-Bahamut Wyrmwave Ramuh 17474
00:00:32.3560000		The limit break guage has been updated to 1870. 3 bars are available.
00:00:32.4010000		Yujin Ahn Storm's Eye Ramuh 11976
00:00:32.4010000		Yujin Ahn gains Storm's Eye from Yujin Ahn
00:00:32.8010000		Demi-Bahamut Wyrmwave Ramuh 9324
00:00:32.9800000		Run Escape prepares Ruin III on Ramuh 14369
00:00:33.0690000		Yoo Rose prepares Tri-Disaster on Ramuh 18133
00:00:33.0690000		Ramuh gains Bio III from Yoo Rose
00:00:33.0690000		Ramuh gains Miasma III from Yoo Rose
00:00:33.1140000		Minju Rose Circle Of Scorn Ramuh 3242
00:00:33.1140000		Ramuh gains Circle Of Scorn from Minju Rose
00:00:33.1590000		Dan Tam prepares Attack on Ramuh 7286 (CRITICAL)
00:00:33.2480000		Blue Fever prepares Burst Shot on Ramuh 10513
00:00:33.5160000		Blue Fever Bloodletter Ramuh 10826
00:00:33.6060000		Demi-Bahamut prepares Wyrmwave on Ramuh 11029 (DIRECT HIT)
00:00:33.6950000		Dan Tam Attack Ramuh 7286
00:00:33.7850000		Run Escape Ruin III Ramuh 14369
00:00:33.7850000		Yoo Rose prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:00:33.7850000		Minju Rose prepares Holy Spirit on Ramuh 13809
00:00:33.8300000		Dan Tam prepares Gust Slash on Ramuh 16292 (DIRECT HIT)
00:00:33.8750000		Yoo Rose Tri-Disaster Ramuh 18133
00:00:34.2330000		Dan Tam Gust Slash Ramuh 16292
00:00:34.2770000		Blue Fever prepares Shot on Ramuh 6347 (CRITICAL)
00:00:34.3670000		Run Escape gains Surge Protection from 
00:00:34.4110000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:00:34.4110000		Ruby Carbuncle gains Well Fed from Yoo Rose
00:00:34.4110000		Ruby Carbuncle gains Summon Order from Ramuh
00:00:34.5450000		Minju Rose Holy Spirit Ramuh 13809
00:00:34.7240000		Blue Fever Burst Shot Ramuh 10513
00:00:35.0370000		Blue Fever Shot Ramuh 6347
00:00:35.1720000		Ifrit-Egi gains Medicated from Run Escape
00:00:35.3950000		The limit break guage has been updated to 2040. 3 bars are available.
00:00:35.4390000		Yoo Rose gains Aetherflow from Yoo Rose
00:00:35.4390000		Yoo Rose prepares Energy Drain on Ramuh 6225
00:00:35.4390000		Run Escape prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:00:35.4830000		Ruby Carbuncle prepares Burning Strike on Ramuh 7599 (CRITICAL)
00:00:35.5280000		Ramuh prepares Judgment Jolt on Ramuh 19366
00:00:35.7070000		Blue Fever prepares Burst Shot on Ramuh 11112
00:00:35.8410000		Dengue Fever prepares Medica II on Dengue Fever +9390
00:00:35.8410000		Dengue Fever prepares Medica II on Aihyooni Yoomi +9121
00:00:35.8410000		Dengue Fever prepares Medica II on Minju Rose +9216
00:00:35.8410000		Dengue Fever prepares Medica II on Yujin Ahn +8911
00:00:35.8410000		Dengue Fever prepares Medica II on Blue Fever +8895
00:00:35.8410000		Dengue Fever prepares Medica II on Yoo Rose +9092
00:00:35.8410000		Dengue Fever prepares Medica II on Run Escape +13862 (CRITICAL)
00:00:35.8410000		Dengue Fever prepares Medica II on Dan Tam +9069
00:00:35.8410000		Aihyooni Yoomi prepares Broil III on Ramuh 17443
00:00:36.0200000		Dan Tam prepares Ten on Dan Tam 
00:00:36.0200000		Dan Tam gains Mudra from Dan Tam
00:00:36.0650000		Ifrit-Egi gains Summon Order from Ramuh
00:00:36.0650000		Ruby Carbuncle prepares Crimson Cyclone on Ramuh 12105
00:00:36.2440000		Yoo Rose prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:00:36.2440000		Minju Rose prepares Holy Spirit on Ramuh 13875
00:00:36.2440000		Run Escape gains Aetherflow from Run Escape
00:00:36.2440000		Run Escape prepares Energy Drain on Ramuh 7131
00:00:36.2890000		Ruby Carbuncle Burning Strike Ramuh 7599
00:00:36.4670000		Yoo Rose Energy Drain Ramuh 6225
00:00:36.5130000		Dan Tam prepares Chi on Dan Tam 
00:00:36.5130000		Ramuh prepares Judgment Jolt on  
00:00:36.5130000		Ramuh prepares Judgment Jolt on  
00:00:36.5130000		Ramuh prepares Judgment Jolt on  
00:00:36.5130000		Dan Tam gains Mudra from Dan Tam
00:00:36.6470000		Aihyooni Yoomi Broil III Ramuh 17443
00:00:36.6900000		Ruby Carbuncle Crimson Cyclone Ramuh 12105
00:00:36.6900000		Yoo Rose gains Further Ruin from Yoo Rose
00:00:36.6900000		Dengue Fever Medica II Dengue Fever 9390
00:00:36.6900000		Dengue Fever gains Medica II from Dengue Fever
00:00:36.8230000		Aihyooni Yoomi gains Medica II from Dengue Fever
00:00:36.8680000		Ruby Carbuncle gains Summon Order II from Ruby Carbuncle
00:00:36.9130000		Ruby Carbuncle prepares Flaming Crush on Ramuh 20513 (CRITICAL)
00:00:36.9130000		Yoo Rose gains Aetherflow from Yoo Rose
00:00:36.9130000		Yoo Rose prepares Fester on Ramuh 18973
00:00:36.9570000		Minju Rose gains Medica II from Dengue Fever
00:00:37.0020000		Minju Rose Holy Spirit Ramuh 13875
00:00:37.0470000		Blue Fever prepares Mage's Ballad on Ramuh 6065 (CRITICAL)
00:00:37.0470000		Yoo Rose gains Mage's Ballad from Blue Fever
00:00:37.0470000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:00:37.0470000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:00:37.0470000		Minju Rose gains Mage's Ballad from Blue Fever
00:00:37.0470000		Dengue Fever gains Mage's Ballad from Blue Fever
00:00:37.0470000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:00:37.0470000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:00:37.0470000		Dan Tam gains Mage's Ballad from Blue Fever
00:00:37.0470000		Run Escape gains Mage's Ballad from Blue Fever
00:00:37.0920000		Ramuh Judgment Jolt  0
00:00:37.0920000		Yujin Ahn gains Medica II from Dengue Fever
00:00:37.1800000		Blue Fever Burst Shot Ramuh 11112
00:00:37.2240000		Dengue Fever Medica II Blue Fever 8895
00:00:37.2240000		Blue Fever gains Medica II from Dengue Fever
00:00:37.2690000		Run Escape Energy Drain Ramuh 7131
00:00:37.3150000		Dan Tam prepares Raiton on Ramuh 30629
00:00:37.3590000		Dengue Fever Medica II Yoo Rose 9092
00:00:37.3590000		Yoo Rose gains Medica II from Dengue Fever
00:00:37.3590000		Blue Fever prepares Shot on Ramuh 3913
00:00:37.4920000		Dengue Fever Medica II Run Escape 13862
00:00:37.4920000		Run Escape gains Medica II from Dengue Fever
00:00:37.5370000		Ifrit-Egi prepares Burning Strike on Ramuh 4155
00:00:37.6270000		Dengue Fever Medica II Dan Tam 9069
00:00:37.6270000		Dan Tam gains Medica II from Dengue Fever
00:00:37.6700000		Blue Fever Mage's Ballad Ramuh 6065
00:00:37.8490000		Yoo Rose Fester Ramuh 18973
00:00:37.9820000		Run Escape prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:00:38.0270000		Dan Tam Raiton Ramuh 30629
00:00:38.0720000		Ruby Carbuncle Flaming Crush Ramuh 20513
00:00:38.0720000		Yoo Rose gains Further Ruin from Yoo Rose
00:00:38.1160000		Blue Fever Shot Ramuh 3913
00:00:38.1160000		Ifrit-Egi prepares Crimson Cyclone on Ramuh 12943
00:00:38.1610000		Blue Fever prepares Burst Shot on Ramuh 10630
00:00:38.3390000		Ifrit-Egi Burning Strike Ramuh 4155
00:00:38.3840000		Aihyooni Yoomi prepares Broil III on Ramuh 23237 (DIRECT HIT)
00:00:38.3840000		The limit break guage has been updated to 2210. 3 bars are available.
00:00:38.4280000		Minju Rose prepares Intervene on Ramuh 9010 (CRITICAL)
00:00:38.5620000		Ruby Carbuncle prepares Burning Strike on Ramuh 4167
00:00:38.6060000		Ifrit-Egi gains Summon Order II from Ifrit-Egi
00:00:38.6960000		Dengue Fever prepares Glare on Ramuh 19069
00:00:38.7420000		Ifrit-Egi Crimson Cyclone Ramuh 12943
00:00:38.7420000		Run Escape gains Further Ruin from Run Escape
00:00:38.8300000		Blue Fever prepares Empyreal Arrow on Ramuh 11001
00:00:38.8300000		Run Escape gains Aetherflow from Run Escape
00:00:38.8300000		Run Escape prepares Fester on Ramuh 24760 (DIRECT HIT)
00:00:39.0080000		Minju Rose Intervene Ramuh 9010
00:00:39.0530000		Dan Tam prepares Armor Crush on Ramuh 28506 (CRITICAL)
00:00:39.0980000		Minju Rose prepares Attack on Ramuh 2182
00:00:39.1880000		Aihyooni Yoomi Broil III Ramuh 23237
00:00:39.2330000		Minju Rose prepares Holy Spirit on Ramuh 29500 (CRITICAL)
00:00:39.2330000		Minju Rose gains Mage's Ballad from Blue Fever
00:00:39.2330000		Dan Tam gains Mage's Ballad from Blue Fever
00:00:39.2330000		Yoo Rose gains Mage's Ballad from Blue Fever
00:00:39.2330000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:00:39.2330000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:00:39.2330000		Dengue Fever gains Mage's Ballad from Blue Fever
00:00:39.2330000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:00:39.2330000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:00:39.2330000		Run Escape gains Mage's Ballad from Blue Fever
00:00:39.3670000		Ruby Carbuncle Burning Strike Ramuh 4167
00:00:39.4570000		Dan Tam prepares Attack on Ramuh 4548 (DIRECT HIT)
00:00:39.5010000		Blue Fever prepares Bloodletter on Ramuh 7380
00:00:39.6350000		Blue Fever Burst Shot Ramuh 10630
00:00:39.6350000		Minju Rose Attack Ramuh 2182
00:00:39.6790000		Dan Tam Armor Crush Ramuh 28506
00:00:39.7690000		Run Escape Fester Ramuh 24760
00:00:39.7690000		Dan Tam prepares Bhavacakra on Ramuh 14522 (DIRECT HIT)
00:00:39.8580000		Blue Fever Empyreal Arrow Ramuh 11001
00:00:39.8580000		Dengue Fever prepares Dia on Ramuh 7846
00:00:39.9920000		Minju Rose Holy Spirit Ramuh 29500
00:00:39.9920000		Dan Tam Attack Ramuh 4548
00:00:39.9920000		Dengue Fever Glare Ramuh 19069
00:00:40.3050000		Minju Rose gains Surge Protection from 
00:00:40.3500000		Yujin Ahn gains Surge Protection from 
00:00:40.3940000		Dan Tam Bhavacakra Ramuh 14522
00:00:40.4390000		Blue Fever prepares Shot on Ramuh 4010
00:00:40.6180000		Yoo Rose prepares Ruin III on Ramuh 12862
00:00:40.7530000		Blue Fever prepares Burst Shot on Ramuh 17187 (CRITICAL)
00:00:40.8420000		Ifrit-Egi prepares Burning Strike on Ramuh 3997
00:00:41.1100000		Blue Fever Bloodletter Ramuh 7380
00:00:41.1550000		Dengue Fever Dia Ramuh 7846
00:00:41.1550000		Ramuh gains Dia from Dengue Fever
00:00:41.2000000		Blue Fever Shot Ramuh 4010
00:00:41.2000000		Dan Tam prepares Spinning Edge on Ramuh 13344 (CRITICAL)
00:00:41.3790000		Minju Rose prepares Attack on Ramuh 2737 (DIRECT HIT)
00:00:41.3790000		The limit break guage has been updated to 2380. 3 bars are available.
00:00:41.4240000		Yoo Rose Ruin III Ramuh 12862
00:00:41.4240000		Ifrit-Egi prepares Flaming Crush on Ramuh 13611
00:00:41.4240000		Aihyooni Yoomi prepares Broil III on Ramuh 18601
00:00:41.6020000		Dan Tam Spinning Edge Ramuh 13344
00:00:41.6470000		Ifrit-Egi Burning Strike Ramuh 3997
00:00:41.6470000		Yujin Ahn gains Surge Protection from 
00:00:41.6470000		Dan Tam prepares Attack on Ramuh 5509 (CRITICAL)
00:00:41.6910000		Minju Rose prepares Confiteor on Ramuh 49865 (CRITICAL)
00:00:41.8250000		Ruby Carbuncle prepares Burning Strike on Ramuh 7961 (CRITICAL)
00:00:41.8250000		Dan Tam gains Surge Protection from 
00:00:41.9140000		Minju Rose Attack Ramuh 2737
00:00:42.1830000		Dan Tam Attack Ramuh 5509
00:00:42.2280000		Blue Fever Burst Shot Ramuh 17187
00:00:42.2280000		Aihyooni Yoomi Broil III Ramuh 18601
00:00:42.2280000		Blue Fever prepares Bloodletter on Ramuh 13370 (CRITICAL)
00:00:42.2280000		Minju Rose gains Mage's Ballad from Blue Fever
00:00:42.2280000		Dan Tam gains Mage's Ballad from Blue Fever
00:00:42.2280000		Yoo Rose gains Mage's Ballad from Blue Fever
00:00:42.2280000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:00:42.2280000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:00:42.2280000		Dengue Fever gains Mage's Ballad from Blue Fever
00:00:42.2280000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:00:42.2280000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:00:42.2280000		Run Escape gains Mage's Ballad from Blue Fever
00:00:42.3180000		Minju Rose Confiteor Ramuh 49865
00:00:42.5870000		Ifrit-Egi Flaming Crush Ramuh 13611
00:00:42.5870000		Run Escape gains Further Ruin from Run Escape
00:00:42.6310000		Ruby Carbuncle Burning Strike Ramuh 7961
00:00:42.6750000		Ramuh prepares Executor Summons on Ramuh 19388
00:00:43.3020000		Ramuh prepares Unknown_4Bc9 on Minju Rose +0 (CRITICAL)
00:00:43.3020000		Dan Tam prepares Gust Slash on Ramuh 13163
00:00:43.3470000		Run Escape prepares Ruin III on Ramuh 12754
00:00:43.4820000		Blue Fever prepares Burst Shot on Ramuh 11153
00:00:43.4820000		Blue Fever prepares Shot on Ramuh 5185 (DIRECT HIT)
00:00:43.4820000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:43.6160000		Yoo Rose prepares Ruin III on Ramuh 12849
00:00:43.6160000		Yujin Ahn prepares Heavy Swing on Ramuh 5897
00:00:43.6590000		Minju Rose prepares Attack on Ramuh 2389
00:00:43.7040000		Dan Tam Gust Slash Ramuh 13163
00:00:43.7480000		Yujin Ahn prepares Attack on Ramuh 4141
00:00:43.8370000		Blue Fever Bloodletter Ramuh 13370
00:00:43.8370000		Ramuh Judgment Jolt  0
00:00:43.8370000		Dan Tam prepares Attack on Ramuh 7082 (CRITICAL)
00:00:44.1040000		Ramuh Judgment Jolt  0
00:00:44.1490000		Yujin Ahn Heavy Swing Ramuh 5897
00:00:44.1490000		Run Escape Ruin III Ramuh 12754
00:00:44.1490000		Ifrit-Egi prepares Burning Strike on Ramuh 4237
00:00:44.1490000		Minju Rose prepares Fast Blade on Ramuh 5274
00:00:44.1930000		Minju Rose Attack Ramuh 2389
00:00:44.2380000		Blue Fever Shot Ramuh 5185
00:00:44.2380000		Ramuh Unknown_4Bc9 Minju Rose 0
00:00:44.2820000		Yujin Ahn Attack Ramuh 4141
00:00:44.2820000		Dengue Fever prepares Glare on Ramuh 20366
00:00:44.3730000		Dan Tam Attack Ramuh 7082
00:00:44.3730000		Aihyooni Yoomi prepares Broil III on Ramuh 22797 (DIRECT HIT)
00:00:44.3730000		The limit break guage has been updated to 2550. 3 bars are available.
00:00:44.4160000		Yoo Rose Ruin III Ramuh 12849
00:00:44.5950000		Yujin Ahn gains Surge Protection from 
00:00:44.7740000		Minju Rose Fast Blade Ramuh 5274
00:00:44.9530000		Blue Fever Burst Shot Ramuh 11153
00:00:44.9530000		Ifrit-Egi Burning Strike Ramuh 4237
00:00:45.0870000		Ruby Carbuncle prepares Burning Strike on Ramuh 3912
00:00:45.1770000		Aihyooni Yoomi Broil III Ramuh 22797
00:00:45.2210000		Minju Rose gains Mage's Ballad from Blue Fever
00:00:45.2210000		Dan Tam gains Mage's Ballad from Blue Fever
00:00:45.2210000		Yoo Rose gains Mage's Ballad from Blue Fever
00:00:45.2210000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:00:45.2210000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:00:45.2210000		Dengue Fever gains Mage's Ballad from Blue Fever
00:00:45.2210000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:00:45.2210000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:00:45.2210000		Run Escape gains Mage's Ballad from Blue Fever
00:00:45.3550000		Dan Tam prepares Aeolian Edge on Ramuh 17826
00:00:45.5780000		Dengue Fever Glare Ramuh 20366
00:00:45.8910000		Dan Tam Aeolian Edge Ramuh 17826
00:00:45.8910000		Ruby Carbuncle Burning Strike Ramuh 3912
00:00:45.9360000		Minju Rose prepares Attack on Ramuh 2394
00:00:45.9360000		Yujin Ahn prepares Maim on Ramuh 9410
00:00:45.9360000		Run Escape prepares Miasma III on Ramuh 3752 (DIRECT HIT)
00:00:46.0250000		Blue Fever gains Surge Protection from 
00:00:46.0250000		Dan Tam prepares Attack on Ramuh 7040 (CRITICAL)
00:00:46.2940000		Blue Fever prepares Iron Jaws on Ramuh 5872 (DIRECT HIT)
00:00:46.2940000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:46.3380000		Ramuh prepares Unknown_4Bc9 on Minju Rose 27807
00:00:46.4720000		Minju Rose Attack Ramuh 2394
00:00:46.5620000		Dan Tam Attack Ramuh 7040
00:00:46.5620000		Yujin Ahn Maim Ramuh 9410
00:00:46.5620000		Run Escape Miasma III Ramuh 3752
00:00:46.5620000		Ramuh gains Miasma III from Run Escape
00:00:46.5620000		Blue Fever prepares Shot on Ramuh 4079
00:00:46.6510000		Minju Rose prepares Riot Blade on Ramuh 8216
00:00:46.6510000		Yujin Ahn prepares Upheaval on Ramuh 13999
00:00:46.6960000		Run Escape prepares Bio III on Ramuh +1214 (CRITICAL)
00:00:46.6960000		Ramuh gains Bio III from Run Escape
00:00:46.7410000		Yoo Rose prepares Ruin III on Ramuh 20675 (CRITICAL)
00:00:46.9190000		Blue Fever Iron Jaws Ramuh 5872
00:00:46.9190000		Ramuh gains Stormbite from Blue Fever
00:00:46.9190000		Ramuh gains Caustic Bite from Blue Fever
00:00:47.1420000		Ramuh Unknown_4Bc9 Minju Rose 27807
00:00:47.1420000		Yujin Ahn prepares Attack on Ramuh 4022
00:00:47.2760000		Yujin Ahn Upheaval Ramuh 13999
00:00:47.3210000		Blue Fever Shot Ramuh 4079
00:00:47.3210000		Aihyooni Yoomi prepares Broil III on Ramuh 23507 (DIRECT HIT)
00:00:47.3660000		Blue Fever prepares Bloodletter on Ramuh 6865
00:00:47.3660000		The limit break guage has been updated to 2720. 3 bars are available.
00:00:47.4100000		Minju Rose Riot Blade Ramuh 8216
00:00:47.4100000		Ifrit-Egi prepares Burning Strike on Ramuh 4169
00:00:47.4100000		Dan Tam prepares Spinning Edge on Ramuh 8125
00:00:47.4990000		Eos prepares Embrace on Minju Rose +4190
00:00:47.5440000		Yoo Rose Ruin III Ramuh 20675
00:00:47.5440000		Dengue Fever prepares Glare on Ramuh 19059
00:00:47.6780000		Yujin Ahn Attack Ramuh 4022
00:00:47.8120000		Dan Tam Spinning Edge Ramuh 8125
00:00:48.1260000		Eos Embrace Minju Rose 4190
00:00:48.1260000		Aihyooni Yoomi Broil III Ramuh 23507
00:00:48.2160000		Ifrit-Egi Burning Strike Ramuh 4169
00:00:48.2160000		Minju Rose prepares Attack on Ramuh 2198
00:00:48.2160000		Dan Tam prepares Attack on Ramuh 4693 (DIRECT HIT)
00:00:48.2160000		Minju Rose gains Mage's Ballad from Blue Fever
00:00:48.2160000		Dan Tam gains Mage's Ballad from Blue Fever
00:00:48.2160000		Yoo Rose gains Mage's Ballad from Blue Fever
00:00:48.2160000		Ruby Carbuncle gains Mage's Ballad from Blue Fever
00:00:48.2160000		Ifrit-Egi gains Mage's Ballad from Blue Fever
00:00:48.2160000		Eos gains Well Fed from Aihyooni Yoomi
00:00:48.2160000		Eos gains Mage's Ballad from Blue Fever
00:00:48.2160000		Dengue Fever gains Mage's Ballad from Blue Fever
00:00:48.2160000		Yujin Ahn gains Mage's Ballad from Blue Fever
00:00:48.2160000		Aihyooni Yoomi gains Mage's Ballad from Blue Fever
00:00:48.2160000		Run Escape gains Mage's Ballad from Blue Fever
00:00:48.2590000		Yujin Ahn prepares Storm's Path on Ramuh 11820
00:00:48.3480000		Ruby Carbuncle prepares Burning Strike on Ramuh 4111
00:00:48.4370000		Raiden prepares Unknown_4E61 on Yujin Ahn 8968
00:00:48.7510000		Minju Rose Attack Ramuh 2198
00:00:48.7510000		Dan Tam Attack Ramuh 4693
00:00:48.7510000		Blue Fever prepares Refulgent Arrow on Ramuh 24586 (CRITICAL)
00:00:48.8390000		Dengue Fever Glare Ramuh 19059
00:00:48.9730000		Blue Fever Bloodletter Ramuh 6865
00:00:49.0180000		Minju Rose prepares Goring Blade on Ramuh 10027
00:00:49.0180000		Yujin Ahn prepares Onslaught on Ramuh 2928
00:00:49.1520000		Ruby Carbuncle Burning Strike Ramuh 4111
00:00:49.4640000		Raiden Unknown_4E61 Yujin Ahn 8968
00:00:49.5090000		Dan Tam prepares Gust Slash on Ramuh 11995
00:00:49.5540000		Minju Rose Goring Blade Ramuh 10027
00:00:49.5540000		Ramuh gains Goring Blade from Minju Rose
00:00:49.6430000		Yujin Ahn Onslaught Ramuh 2928
00:00:49.6430000		Blue Fever prepares Shot on Ramuh 6380 (CRITICAL)
00:00:49.7770000		Yujin Ahn Storm's Path Ramuh 11820
00:00:49.9110000		Dan Tam Gust Slash Ramuh 11995
00:00:49.9550000		Yoo Rose prepares Ruin III on Ramuh 15877 (DIRECT HIT)
00:00:50.2220000		Blue Fever Refulgent Arrow Ramuh 24586
00:00:50.2230000		Minju Rose prepares Reprisal on Ramuh 
00:00:50.3570000		The limit break guage has been updated to 2890. 3 bars are available.
00:00:50.4010000		Blue Fever Shot Ramuh 6380
00:00:50.4010000		Dan Tam prepares Attack on Ramuh 6927 (CRITICAL)
00:00:50.4900000		Minju Rose prepares Attack on Ramuh 2191
00:00:50.5350000		Yujin Ahn prepares Attack on Ramuh 3790
00:00:50.6250000		Yoo Rose prepares Ruin IV on Ramuh 18658
00:00:50.6250000		Yujin Ahn prepares Heavy Swing on Ramuh 5926
00:00:50.6250000		Aihyooni Yoomi prepares Ruin II on Ramuh 20742 (CRITICAL)
00:00:50.6250000		Yoo Rose gains Further Ruin from Yoo Rose
