-21:51:45.6820000		The limit break guage has been updated to 0. 2 bars are available
00:04:26.9410000		Angk H'zhet casts Indomitability on Dengue Fever
00:04:26.9410000		Angk H'zhet casts Indomitability on Cagnazzo Tarakona
00:04:26.9410000		Angk H'zhet casts Indomitability on Blue Fever
00:04:26.9410000		Angk H'zhet casts Indomitability on Moryn Ward
00:04:26.9410000		Angk H'zhet casts Indomitability on White Crystal
00:04:26.9410000		Angk H'zhet casts Indomitability on Super Negative
00:04:26.9410000		Angk H'zhet casts Indomitability on Stone Wolf
00:04:28.3610000		The limit break guage has been updated to 20400. 3 bars are available
00:04:29.2040000		Angk H'zhet casts Succor on Angk H'zhet
00:04:29.2040000		Angk H'zhet casts Succor on Dengue Fever
00:04:29.2040000		Angk H'zhet casts Succor on Stone Wolf
00:04:29.2040000		Angk H'zhet casts Succor on Moryn Ward
00:04:29.2040000		Angk H'zhet casts Succor on Blue Fever
00:04:29.2040000		Angk H'zhet casts Succor on Super Negative
00:04:29.2040000		Angk H'zhet casts Succor on Cagnazzo Tarakona
00:04:29.2040000		Angk H'zhet casts Succor on White Crystal
00:04:31.3350000		The limit break guage has been updated to 20620. 3 bars are available
00:04:32.0020000		Dengue Fever casts Medica II on Dengue Fever
00:04:32.0020000		Dengue Fever casts Medica II on White Crystal
00:04:32.0020000		Dengue Fever casts Medica II on Super Negative
00:04:32.0020000		Dengue Fever casts Medica II on Angk H'zhet
00:04:32.0020000		Dengue Fever casts Medica II on Moryn Ward
00:04:32.0020000		Dengue Fever casts Medica II on Blue Fever
00:04:32.0020000		Dengue Fever casts Medica II on Cagnazzo Tarakona
00:04:32.0020000		Dengue Fever casts Medica II on Stone Wolf
00:04:34.3510000		The limit break guage has been updated to 20840. 3 bars are available
00:04:37.3260000		The limit break guage has been updated to 21060. 3 bars are available
00:04:39.1440000		Moryn Ward casts Dream Within A Dream on Ramuh
00:04:39.1440000		Moryn Ward casts Dream Within A Dream on Ramuh
00:04:39.1440000		Moryn Ward casts Dream Within A Dream on Ramuh
00:04:40.3400000		The limit break guage has been updated to 21280. 3 bars are available
00:04:43.3550000		The limit break guage has been updated to 21500. 3 bars are available
00:04:46.3270000		The limit break guage has been updated to 21720. 3 bars are available
00:04:49.3440000		The limit break guage has been updated to 21940. 3 bars are available
00:04:52.3630000		Cagnazzo Tarakona casts Ley Lines on Cagnazzo Tarakona
00:04:52.3630000		The limit break guage has been updated to 22160. 3 bars are available
00:04:53.7370000		Dengue Fever casts Assize on Dengue Fever
00:04:53.7370000		Dengue Fever casts Assize on Cagnazzo Tarakona
00:04:53.7370000		Dengue Fever casts Assize on Ramuh
00:04:53.7370000		Dengue Fever casts Assize on Super Negative
00:04:53.7370000		Dengue Fever casts Assize on Stone Wolf
00:04:53.7370000		Dengue Fever casts Assize on White Crystal
00:04:55.3330000		The limit break guage has been updated to 22380. 3 bars are available
00:04:57.5550000		Dengue Fever casts Medica II on Dengue Fever
00:04:57.5550000		Dengue Fever casts Medica II on Super Negative
00:04:57.5550000		Dengue Fever casts Medica II on Cagnazzo Tarakona
00:04:57.5550000		Dengue Fever casts Medica II on Stone Wolf
00:04:57.5550000		Dengue Fever casts Medica II on White Crystal
00:04:57.5550000		Dengue Fever casts Medica II on Moryn Ward
00:04:58.3530000		The limit break guage has been updated to 22600. 3 bars are available
00:04:59.1520000		Dengue Fever casts Asylum on Dengue Fever
00:05:01.3260000		The limit break guage has been updated to 22820. 3 bars are available
00:05:02.9240000		Angk H'zhet casts Sacred Soil on Angk H'zhet
00:05:04.3430000		The limit break guage has been updated to 23040. 3 bars are available
00:05:06.4710000		Angk H'zhet casts Succor on Angk H'zhet
00:05:06.4710000		Angk H'zhet casts Succor on Moryn Ward
00:05:06.4710000		Angk H'zhet casts Succor on Blue Fever
00:05:07.3580000		The limit break guage has been updated to 23260. 3 bars are available
00:05:09.9360000		Dengue Fever casts Afflatus Rapture on Dengue Fever
00:05:09.9360000		Dengue Fever casts Afflatus Rapture on Cagnazzo Tarakona
00:05:09.9360000		Dengue Fever casts Afflatus Rapture on Super Negative
00:05:09.9360000		Dengue Fever casts Afflatus Rapture on Stone Wolf
00:05:09.9360000		Dengue Fever casts Afflatus Rapture on White Crystal
00:05:09.9360000		Dengue Fever casts Afflatus Rapture on Moryn Ward
00:05:09.9360000		Dengue Fever casts Afflatus Rapture on Angk H'zhet
00:05:10.3370000		The limit break guage has been updated to 23480. 3 bars are available
00:05:12.8740000		Seraph casts Consolation on White Crystal
00:05:12.8740000		Seraph casts Consolation on Moryn Ward
00:05:12.8740000		Seraph casts Consolation on Stone Wolf
00:05:12.8740000		Seraph casts Consolation on Super Negative
00:05:12.8740000		Seraph casts Consolation on Dengue Fever
00:05:12.8740000		Seraph casts Consolation on Cagnazzo Tarakona
00:05:12.8740000		Seraph casts Consolation on Blue Fever
00:05:12.8740000		Seraph casts Consolation on Angk H'zhet
00:05:13.3630000		The limit break guage has been updated to 23700. 3 bars are available
00:05:14.5620000		Stone Wolf casts Shake It Off on Stone Wolf
00:05:14.5620000		Stone Wolf casts Shake It Off on White Crystal
00:05:14.5620000		Stone Wolf casts Shake It Off on Dengue Fever
00:05:14.5620000		Stone Wolf casts Shake It Off on Super Negative
00:05:14.5620000		Stone Wolf casts Shake It Off on Moryn Ward
00:05:14.5620000		Stone Wolf casts Shake It Off on Blue Fever
00:05:14.5620000		Stone Wolf casts Shake It Off on Cagnazzo Tarakona
00:05:16.3380000		The limit break guage has been updated to 23920. 3 bars are available
00:05:16.6040000		Dengue Fever casts Medica II on Dengue Fever
00:05:16.6040000		Dengue Fever casts Medica II on Cagnazzo Tarakona
00:05:16.6040000		Dengue Fever casts Medica II on Super Negative
00:05:16.6040000		Dengue Fever casts Medica II on Stone Wolf
00:05:16.6040000		Dengue Fever casts Medica II on White Crystal
00:05:16.6040000		Dengue Fever casts Medica II on Moryn Ward
00:05:16.6040000		Dengue Fever casts Medica II on Blue Fever
00:05:17.9860000		Ramuh casts Judgment Volts on Super Negative
00:05:17.9860000		Ramuh casts Judgment Volts on White Crystal
00:05:17.9860000		Ramuh casts Judgment Volts on Moryn Ward
00:05:17.9860000		Ramuh casts Judgment Volts on Stone Wolf
00:05:17.9860000		Ramuh casts Judgment Volts on Blue Fever
00:05:17.9860000		Ramuh casts Judgment Volts on Cagnazzo Tarakona
00:05:17.9860000		Ramuh casts Judgment Volts on Dengue Fever
00:05:17.9860000		Ramuh casts Judgment Volts on Angk H'zhet
00:05:19.0960000		Dengue Fever casts Afflatus Rapture on Dengue Fever
00:05:19.0960000		Dengue Fever casts Afflatus Rapture on Cagnazzo Tarakona
00:05:19.0960000		Dengue Fever casts Afflatus Rapture on Super Negative
00:05:19.0960000		Dengue Fever casts Afflatus Rapture on Stone Wolf
00:05:19.0960000		Dengue Fever casts Afflatus Rapture on White Crystal
00:05:19.0960000		Dengue Fever casts Afflatus Rapture on Moryn Ward
00:05:19.0960000		Dengue Fever casts Afflatus Rapture on Blue Fever
00:05:19.0960000		Dengue Fever casts Afflatus Rapture on Angk H'zhet
00:05:19.3630000		The limit break guage has been updated to 24140. 3 bars are available
00:05:20.1170000		Seraph casts Consolation on White Crystal
00:05:20.1170000		Seraph casts Consolation on Moryn Ward
00:05:20.1170000		Seraph casts Consolation on Stone Wolf
00:05:20.1170000		Seraph casts Consolation on Angk H'zhet
00:05:20.1170000		Seraph casts Consolation on Super Negative
00:05:20.1170000		Seraph casts Consolation on Dengue Fever
00:05:20.1170000		Seraph casts Consolation on Blue Fever
00:05:20.1170000		Seraph casts Consolation on Cagnazzo Tarakona
00:05:20.1170000		Dengue Fever casts Plenary Indulgence on Dengue Fever
00:05:20.1170000		Dengue Fever casts Plenary Indulgence on Cagnazzo Tarakona
00:05:20.1170000		Dengue Fever casts Plenary Indulgence on Super Negative
00:05:20.1170000		Dengue Fever casts Plenary Indulgence on White Crystal
00:05:20.1170000		Dengue Fever casts Plenary Indulgence on Stone Wolf
00:05:20.1170000		Dengue Fever casts Plenary Indulgence on Moryn Ward
00:05:20.1170000		Dengue Fever casts Plenary Indulgence on Angk H'zhet
00:05:20.1170000		Dengue Fever casts Plenary Indulgence on Blue Fever
00:05:21.7620000		Angk H'zhet casts Succor on Angk H'zhet
00:05:21.7620000		Angk H'zhet casts Succor on Moryn Ward
00:05:21.7620000		Angk H'zhet casts Succor on Blue Fever
00:05:21.7620000		Angk H'zhet casts Succor on White Crystal
00:05:21.7620000		Angk H'zhet casts Succor on Stone Wolf
00:05:21.7620000		Angk H'zhet casts Succor on Super Negative
00:05:22.3390000		The limit break guage has been updated to 24360. 3 bars are available
00:05:24.3830000		Dengue Fever casts Medica II on Dengue Fever
00:05:24.3830000		Dengue Fever casts Medica II on Super Negative
00:05:24.3830000		Dengue Fever casts Medica II on Cagnazzo Tarakona
00:05:24.3830000		Dengue Fever casts Medica II on White Crystal
00:05:24.3830000		Dengue Fever casts Medica II on Stone Wolf
00:05:24.3830000		Dengue Fever casts Medica II on Moryn Ward
00:05:24.3830000		Dengue Fever casts Medica II on Blue Fever
00:05:24.3830000		Dengue Fever casts Medica II on Angk H'zhet
00:05:25.3620000		The limit break guage has been updated to 24580. 3 bars are available
00:05:28.3420000		The limit break guage has been updated to 24800. 3 bars are available
00:05:31.3640000		The limit break guage has been updated to 25020. 3 bars are available
00:05:34.3410000		The limit break guage has been updated to 25240. 3 bars are available
00:05:37.3600000		The limit break guage has been updated to 25460. 3 bars are available
00:05:39.5860000		Moryn Ward casts Dream Within A Dream on Ramuh
00:05:39.5860000		Moryn Ward casts Dream Within A Dream on Ramuh
00:05:39.5860000		Moryn Ward casts Dream Within A Dream on Ramuh
00:05:40.3410000		The limit break guage has been updated to 25680. 3 bars are available
00:05:42.2060000		Blue Fever casts Refulgent Arrow on Ramuh
00:05:42.2060000		Blue Fever casts Refulgent Arrow on Ramuh
00:05:42.2060000		Blue Fever casts Refulgent Arrow on Ramuh
00:05:43.3620000		The limit break guage has been updated to 25900. 3 bars are available
00:05:44.3390000		White Crystal casts Salted Earth on White Crystal
00:05:45.3130000		Dengue Fever casts Assize on Dengue Fever
00:05:45.3130000		Dengue Fever casts Assize on Ramuh
00:05:45.3130000		Dengue Fever casts Assize on Super Negative
00:05:45.3130000		Dengue Fever casts Assize on Stone Wolf
00:05:45.3130000		Dengue Fever casts Assize on White Crystal
00:05:45.3130000		Dengue Fever casts Assize on Moryn Ward
00:05:46.3350000		The limit break guage has been updated to 26120. 3 bars are available
00:05:49.3550000		The limit break guage has been updated to 26340. 3 bars are available
00:05:52.3250000		The limit break guage has been updated to 26560. 3 bars are available
00:05:55.3420000		The limit break guage has been updated to 26780. 3 bars are available
00:05:58.0530000		Dengue Fever casts Afflatus Rapture on Dengue Fever
00:05:58.0530000		Dengue Fever casts Afflatus Rapture on White Crystal
00:05:58.0530000		Dengue Fever casts Afflatus Rapture on Stone Wolf
00:05:58.0530000		Dengue Fever casts Afflatus Rapture on Super Negative
00:05:58.3640000		The limit break guage has been updated to 27000. 3 bars are available
00:06:01.3390000		The limit break guage has been updated to 27220. 3 bars are available
00:06:04.3580000		The limit break guage has been updated to 27440. 3 bars are available
00:06:07.3310000		The limit break guage has been updated to 27660. 3 bars are available
00:06:10.3510000		The limit break guage has been updated to 27880. 3 bars are available
00:06:10.6630000		Dengue Fever casts Medica II on Dengue Fever
00:06:10.6630000		Dengue Fever casts Medica II on Super Negative
00:06:10.6630000		Dengue Fever casts Medica II on Stone Wolf
00:06:10.6630000		Dengue Fever casts Medica II on Cagnazzo Tarakona
00:06:10.6630000		Dengue Fever casts Medica II on Moryn Ward
00:06:10.6630000		Dengue Fever casts Medica II on White Crystal
00:06:11.7310000		Selene casts Fey Blessing on White Crystal
00:06:11.7310000		Selene casts Fey Blessing on Stone Wolf
00:06:11.7310000		Selene casts Fey Blessing on Super Negative
00:06:11.7310000		Selene casts Fey Blessing on Moryn Ward
00:06:11.7310000		Selene casts Fey Blessing on Blue Fever
00:06:11.7310000		Selene casts Fey Blessing on Angk H'zhet
00:06:11.7310000		Selene casts Fey Blessing on Dengue Fever
00:06:11.7310000		Selene casts Fey Blessing on Cagnazzo Tarakona
00:06:12.0430000		Blue Fever casts Battle Voice on Angk H'zhet
00:06:12.0430000		Blue Fever casts Battle Voice on White Crystal
00:06:12.0430000		Blue Fever casts Battle Voice on Moryn Ward
00:06:12.0430000		Blue Fever casts Battle Voice on Stone Wolf
00:06:12.0430000		Blue Fever casts Battle Voice on Super Negative
00:06:12.0430000		Blue Fever casts Battle Voice on Dengue Fever
00:06:12.0430000		Blue Fever casts Battle Voice on Cagnazzo Tarakona
00:06:12.3530000		Dengue Fever casts Afflatus Rapture on Dengue Fever
00:06:12.3530000		Dengue Fever casts Afflatus Rapture on Super Negative
00:06:12.3530000		Dengue Fever casts Afflatus Rapture on Moryn Ward
00:06:12.3530000		Dengue Fever casts Afflatus Rapture on Stone Wolf
00:06:12.3530000		Dengue Fever casts Afflatus Rapture on Blue Fever
00:06:12.3530000		Dengue Fever casts Afflatus Rapture on Cagnazzo Tarakona
00:06:12.3530000		Dengue Fever casts Afflatus Rapture on White Crystal
00:06:12.3530000		Dengue Fever casts Afflatus Rapture on Angk H'zhet
00:06:13.3300000		The limit break guage has been updated to 28100. 3 bars are available
00:06:13.9970000		Angk H'zhet casts Succor on Angk H'zhet
00:06:13.9970000		Angk H'zhet casts Succor on Moryn Ward
00:06:13.9970000		Angk H'zhet casts Succor on White Crystal
00:06:13.9970000		Angk H'zhet casts Succor on Blue Fever
00:06:13.9970000		Angk H'zhet casts Succor on Dengue Fever
00:06:13.9970000		Angk H'zhet casts Succor on Stone Wolf
00:06:13.9970000		Angk H'zhet casts Succor on Super Negative
00:06:16.3500000		The limit break guage has been updated to 28320. 3 bars are available
00:06:19.3310000		The limit break guage has been updated to 28540. 3 bars are available
00:06:22.3530000		The limit break guage has been updated to 28760. 3 bars are available
00:06:25.3280000		The limit break guage has been updated to 28980. 3 bars are available
00:06:26.5730000		Angk H'zhet casts Sacred Soil on Angk H'zhet
00:06:28.3510000		The limit break guage has been updated to 29200. 3 bars are available
00:06:28.8830000		Ramuh casts Judgment Volts on White Crystal
00:06:28.8830000		Ramuh casts Judgment Volts on Stone Wolf
00:06:28.8830000		Ramuh casts Judgment Volts on Super Negative
00:06:28.8830000		Ramuh casts Judgment Volts on Moryn Ward
00:06:28.8830000		Ramuh casts Judgment Volts on Angk H'zhet
00:06:28.8830000		Ramuh casts Judgment Volts on Dengue Fever
00:06:28.8830000		Ramuh casts Judgment Volts on Cagnazzo Tarakona
00:06:28.8830000		Ramuh casts Judgment Volts on Blue Fever
00:06:30.8810000		Selene casts Whispering Dawn on White Crystal
00:06:30.8810000		Selene casts Whispering Dawn on Stone Wolf
00:06:30.8810000		Selene casts Whispering Dawn on Moryn Ward
00:06:30.8810000		Selene casts Whispering Dawn on Angk H'zhet
00:06:30.8810000		Selene casts Whispering Dawn on Super Negative
00:06:30.8810000		Selene casts Whispering Dawn on Dengue Fever
00:06:30.8810000		Selene casts Whispering Dawn on Cagnazzo Tarakona
00:06:30.8810000		Selene casts Whispering Dawn on Blue Fever
00:06:31.3240000		The limit break guage has been updated to 29420. 3 bars are available
00:06:31.4580000		Angk H'zhet casts Indomitability on Angk H'zhet
00:06:31.4580000		Angk H'zhet casts Indomitability on Moryn Ward
00:06:31.4580000		Angk H'zhet casts Indomitability on White Crystal
00:06:31.4580000		Angk H'zhet casts Indomitability on Dengue Fever
00:06:31.4580000		Angk H'zhet casts Indomitability on Blue Fever
00:06:31.4580000		Angk H'zhet casts Indomitability on Cagnazzo Tarakona
00:06:31.4580000		Angk H'zhet casts Indomitability on Super Negative
00:06:31.4580000		Angk H'zhet casts Indomitability on Stone Wolf
00:06:33.1890000		Dengue Fever casts Medica II on Dengue Fever
00:06:33.1890000		Dengue Fever casts Medica II on Moryn Ward
00:06:33.1890000		Dengue Fever casts Medica II on White Crystal
00:06:33.1890000		Dengue Fever casts Medica II on Cagnazzo Tarakona
00:06:33.1890000		Dengue Fever casts Medica II on Angk H'zhet
00:06:33.1890000		Dengue Fever casts Medica II on Blue Fever
00:06:33.1890000		Dengue Fever casts Medica II on Super Negative
00:06:33.1890000		Dengue Fever casts Medica II on Stone Wolf
00:06:34.3430000		The limit break guage has been updated to 29640. 3 bars are available
00:06:35.4060000		Dengue Fever casts Assize on Dengue Fever
00:06:35.4060000		Dengue Fever casts Assize on Ramuh
00:06:35.4060000		Dengue Fever casts Assize on Moryn Ward
00:06:35.4060000		Dengue Fever casts Assize on White Crystal
00:06:35.4060000		Dengue Fever casts Assize on Cagnazzo Tarakona
00:06:35.4060000		Dengue Fever casts Assize on Blue Fever
00:06:35.4060000		Dengue Fever casts Assize on Angk H'zhet
00:06:35.4060000		Dengue Fever casts Assize on Super Negative
00:06:35.4060000		Dengue Fever casts Assize on Stone Wolf
00:06:37.3600000		The limit break guage has been updated to 29860. 3 bars are available
00:06:40.3330000		The limit break guage has been updated to 30000. 3 bars are available
00:06:42.0660000		Moryn Ward casts Dream Within A Dream on Ramuh
00:06:42.0660000		Moryn Ward casts Dream Within A Dream on Ramuh
00:06:42.0660000		Moryn Ward casts Dream Within A Dream on Ramuh
00:06:58.4990000		White Crystal casts Dark Missionary on White Crystal
00:06:58.4990000		White Crystal casts Dark Missionary on Moryn Ward
00:06:58.4990000		White Crystal casts Dark Missionary on Cagnazzo Tarakona
00:06:58.4990000		White Crystal casts Dark Missionary on Dengue Fever
00:06:58.4990000		White Crystal casts Dark Missionary on Angk H'zhet
00:06:58.4990000		White Crystal casts Dark Missionary on Super Negative
00:06:58.4990000		White Crystal casts Dark Missionary on Blue Fever
00:06:58.4990000		White Crystal casts Dark Missionary on Stone Wolf
00:07:07.8250000		Blue Fever casts Refulgent Arrow on Ramuh
00:07:07.8250000		Blue Fever casts Refulgent Arrow on Ramuh
00:07:07.8250000		Blue Fever casts Refulgent Arrow on Ramuh
00:07:10.1310000		Ramuh casts Centaur's Charge on White Crystal
00:07:10.1310000		Ramuh casts Centaur's Charge on Angk H'zhet
00:07:10.1310000		Ramuh casts Centaur's Charge on Dengue Fever
00:07:10.1310000		Ramuh casts Centaur's Charge on Cagnazzo Tarakona
00:07:10.1310000		Ramuh casts Centaur's Charge on Blue Fever
00:07:10.1310000		Ramuh casts Centaur's Charge on Moryn Ward
00:07:10.1310000		Ramuh casts Centaur's Charge on Super Negative
00:07:10.1310000		Ramuh casts Centaur's Charge on Stone Wolf
00:07:14.3930000		Dengue Fever casts Afflatus Rapture on Dengue Fever
00:07:14.3930000		Dengue Fever casts Afflatus Rapture on Stone Wolf
00:07:14.3930000		Dengue Fever casts Afflatus Rapture on Super Negative
00:07:14.3930000		Dengue Fever casts Afflatus Rapture on Cagnazzo Tarakona
00:07:14.3930000		Dengue Fever casts Afflatus Rapture on Blue Fever
00:07:14.3930000		Dengue Fever casts Afflatus Rapture on Moryn Ward
00:07:14.3930000		Dengue Fever casts Afflatus Rapture on White Crystal
00:07:14.3930000		Dengue Fever casts Afflatus Rapture on Angk H'zhet
00:07:14.8370000		Angk H'zhet casts Indomitability on Angk H'zhet
00:07:14.8370000		Angk H'zhet casts Indomitability on Stone Wolf
00:07:14.8370000		Angk H'zhet casts Indomitability on Dengue Fever
00:07:14.8370000		Angk H'zhet casts Indomitability on Cagnazzo Tarakona
00:07:14.8370000		Angk H'zhet casts Indomitability on Blue Fever
00:07:14.8370000		Angk H'zhet casts Indomitability on Super Negative
00:07:14.8370000		Angk H'zhet casts Indomitability on White Crystal
00:07:14.8370000		Angk H'zhet casts Indomitability on Moryn Ward
00:07:17.0610000		Angk H'zhet casts Succor on Angk H'zhet
00:07:17.0610000		Angk H'zhet casts Succor on Cagnazzo Tarakona
00:07:17.0610000		Angk H'zhet casts Succor on Stone Wolf
00:07:17.0610000		Angk H'zhet casts Succor on Blue Fever
00:07:17.0610000		Angk H'zhet casts Succor on Super Negative
00:07:17.0610000		Angk H'zhet casts Succor on Moryn Ward
00:07:17.0610000		Angk H'zhet casts Succor on White Crystal
00:07:17.0610000		Angk H'zhet casts Succor on Dengue Fever
00:07:17.5080000		Dengue Fever casts Afflatus Rapture on Dengue Fever
00:07:17.5080000		Dengue Fever casts Afflatus Rapture on Cagnazzo Tarakona
00:07:17.5080000		Dengue Fever casts Afflatus Rapture on Moryn Ward
00:07:17.5080000		Dengue Fever casts Afflatus Rapture on Super Negative
00:07:17.5080000		Dengue Fever casts Afflatus Rapture on White Crystal
00:07:17.5080000		Dengue Fever casts Afflatus Rapture on Stone Wolf
00:07:17.5080000		Dengue Fever casts Afflatus Rapture on Blue Fever
00:07:17.5080000		Dengue Fever casts Afflatus Rapture on Angk H'zhet
00:07:25.7200000		Dengue Fever casts Assize on Dengue Fever
00:07:25.7200000		Dengue Fever casts Assize on Ramuh
00:07:25.7200000		Dengue Fever casts Assize on Stone Wolf
00:07:25.7200000		Dengue Fever casts Assize on White Crystal
00:07:25.7200000		Dengue Fever casts Assize on Moryn Ward
00:07:25.7200000		Dengue Fever casts Assize on Cagnazzo Tarakona
00:07:25.7200000		Dengue Fever casts Assize on Angk H'zhet
00:07:27.8050000		Super Negative dies
00:07:28.6020000		Angk H'zhet casts Sacred Soil on Angk H'zhet
00:07:29.4470000		Dengue Fever casts Medica II on Dengue Fever
00:07:29.4470000		Dengue Fever casts Medica II on Stone Wolf
00:07:29.4470000		Dengue Fever casts Medica II on Angk H'zhet
00:07:29.4470000		Dengue Fever casts Medica II on White Crystal
00:07:30.7760000		Angk H'zhet casts Succor on Angk H'zhet
00:07:30.7760000		Angk H'zhet casts Succor on White Crystal
00:07:30.7760000		Angk H'zhet casts Succor on Cagnazzo Tarakona
00:07:30.7760000		Angk H'zhet casts Succor on Blue Fever
00:07:30.7760000		Angk H'zhet casts Succor on Stone Wolf
00:07:30.7760000		Angk H'zhet casts Succor on Moryn Ward
00:07:30.7760000		Angk H'zhet casts Succor on Dengue Fever
00:07:31.0870000		Ramuh casts Judgment Volts on Moryn Ward
00:07:31.0870000		Ramuh casts Judgment Volts on White Crystal
00:07:31.0870000		Ramuh casts Judgment Volts on Angk H'zhet
00:07:31.0870000		Ramuh casts Judgment Volts on Cagnazzo Tarakona
00:07:31.0870000		Ramuh casts Judgment Volts on Dengue Fever
00:07:31.0870000		Ramuh casts Judgment Volts on Blue Fever
00:07:31.0870000		Ramuh casts Judgment Volts on Stone Wolf
00:07:33.9270000		Dengue Fever casts Afflatus Rapture on Dengue Fever
00:07:33.9270000		Dengue Fever casts Afflatus Rapture on Stone Wolf
00:07:33.9270000		Dengue Fever casts Afflatus Rapture on Angk H'zhet
00:07:33.9270000		Dengue Fever casts Afflatus Rapture on White Crystal
00:07:33.9270000		Dengue Fever casts Afflatus Rapture on Cagnazzo Tarakona
00:07:33.9270000		Dengue Fever casts Afflatus Rapture on Moryn Ward
00:07:44.0600000		Moryn Ward casts Dream Within A Dream on Ramuh
00:07:44.0600000		Moryn Ward casts Dream Within A Dream on Ramuh
00:07:44.0600000		Moryn Ward casts Dream Within A Dream on Ramuh
00:07:48.6300000		Dengue Fever casts Asylum on Dengue Fever
00:07:52.6240000		Dengue Fever casts Medica II on Dengue Fever
00:07:52.6240000		Dengue Fever casts Medica II on Cagnazzo Tarakona
00:07:52.6240000		Dengue Fever casts Medica II on White Crystal
00:07:52.6240000		Dengue Fever casts Medica II on Super Negative
00:07:52.6240000		Dengue Fever casts Medica II on Stone Wolf
00:07:52.6240000		Dengue Fever casts Medica II on Angk H'zhet
00:07:52.6240000		Dengue Fever casts Medica II on Moryn Ward
00:07:54.0010000		Dengue Fever casts Afflatus Rapture on Dengue Fever
00:07:54.0010000		Dengue Fever casts Afflatus Rapture on White Crystal
00:07:54.0010000		Dengue Fever casts Afflatus Rapture on Stone Wolf
00:07:54.0010000		Dengue Fever casts Afflatus Rapture on Super Negative
00:07:54.0010000		Dengue Fever casts Afflatus Rapture on Cagnazzo Tarakona
00:07:54.0010000		Dengue Fever casts Afflatus Rapture on Angk H'zhet
00:07:54.0010000		Dengue Fever casts Afflatus Rapture on Blue Fever
00:07:54.0010000		Dengue Fever casts Afflatus Rapture on Moryn Ward
00:07:54.5800000		Angk H'zhet casts Succor on Angk H'zhet
00:07:54.5800000		Angk H'zhet casts Succor on Blue Fever
00:07:54.5800000		Angk H'zhet casts Succor on Super Negative
00:07:54.5800000		Angk H'zhet casts Succor on Moryn Ward
00:07:54.5800000		Angk H'zhet casts Succor on Stone Wolf
00:07:54.5800000		Angk H'zhet casts Succor on White Crystal
00:07:54.5800000		Angk H'zhet casts Succor on Dengue Fever
00:07:57.1130000		Ramuh casts Levinforce on White Crystal
00:07:57.1130000		Ramuh casts Levinforce on Dengue Fever
00:07:57.1130000		Ramuh casts Levinforce on Super Negative
00:07:57.1130000		Ramuh casts Levinforce on Stone Wolf
00:07:57.1130000		Ramuh casts Levinforce on Blue Fever
00:07:57.1130000		Ramuh casts Levinforce on Angk H'zhet
00:07:57.1130000		Ramuh casts Levinforce on Moryn Ward
00:07:57.1130000		Ramuh casts Levinforce on Cagnazzo Tarakona
00:08:00.0420000		White Crystal casts Salted Earth on White Crystal
00:08:04.9300000		Angk H'zhet casts Sacred Soil on Angk H'zhet
00:08:07.5020000		Dengue Fever casts Medica II on Dengue Fever
00:08:07.5020000		Dengue Fever casts Medica II on Cagnazzo Tarakona
00:08:07.5020000		Dengue Fever casts Medica II on White Crystal
00:08:07.5020000		Dengue Fever casts Medica II on Stone Wolf
00:08:07.5020000		Dengue Fever casts Medica II on Super Negative
00:08:07.5020000		Dengue Fever casts Medica II on Blue Fever
00:08:07.5020000		Dengue Fever casts Medica II on Angk H'zhet
00:08:07.5020000		Dengue Fever casts Medica II on Moryn Ward
00:08:08.0800000		Ramuh casts Judgment Volts on White Crystal
00:08:08.0800000		Ramuh casts Judgment Volts on Super Negative
00:08:08.0800000		Ramuh casts Judgment Volts on Stone Wolf
00:08:08.0800000		Ramuh casts Judgment Volts on Blue Fever
00:08:08.0800000		Ramuh casts Judgment Volts on Angk H'zhet
00:08:08.0800000		Ramuh casts Judgment Volts on Dengue Fever
00:08:08.0800000		Ramuh casts Judgment Volts on Cagnazzo Tarakona
00:08:08.0800000		Ramuh casts Judgment Volts on Moryn Ward
00:08:10.7920000		Dengue Fever casts Assize on Dengue Fever
00:08:10.7920000		Dengue Fever casts Assize on Ramuh
00:08:10.7920000		Dengue Fever casts Assize on Cagnazzo Tarakona
00:08:10.7920000		Dengue Fever casts Assize on White Crystal
00:08:10.7920000		Dengue Fever casts Assize on Super Negative
00:08:10.7920000		Dengue Fever casts Assize on Stone Wolf
00:08:10.7920000		Dengue Fever casts Assize on Blue Fever
00:08:10.7920000		Dengue Fever casts Assize on Angk H'zhet
00:08:10.7920000		Dengue Fever casts Assize on Moryn Ward
00:08:11.6350000		Selene casts Fey Blessing on White Crystal
00:08:11.6350000		Selene casts Fey Blessing on Super Negative
00:08:11.6350000		Selene casts Fey Blessing on Blue Fever
00:08:11.6350000		Selene casts Fey Blessing on Angk H'zhet
00:08:11.6350000		Selene casts Fey Blessing on Stone Wolf
00:08:11.6350000		Selene casts Fey Blessing on Dengue Fever
00:08:11.6350000		Selene casts Fey Blessing on Moryn Ward
00:08:11.6350000		Selene casts Fey Blessing on Cagnazzo Tarakona
00:08:16.7550000		Cagnazzo Tarakona casts Ley Lines on Cagnazzo Tarakona
00:08:23.6690000		Dengue Fever casts Plenary Indulgence on Dengue Fever
00:08:23.6690000		Dengue Fever casts Plenary Indulgence on Cagnazzo Tarakona
00:08:23.6690000		Dengue Fever casts Plenary Indulgence on Super Negative
00:08:23.6690000		Dengue Fever casts Plenary Indulgence on White Crystal
