-00:00:01.9610000		Dengue Fever casts Glare on Ramuh
00:00:41.7650000		Blue Fever Shot Ramuh 3884
00:00:42.0310000		Nevik Seren Attack Ramuh 5908
00:00:42.0310000		Lorrie Laborn gains Surge Protection from 
00:00:42.1190000		Nevik Seren Heavy Swing Ramuh 5504
00:00:42.2520000		Nyghtwel Tayuun gains Mage's Ballad from Blue Fever
00:00:42.2520000		Typhus Fever gains Mage's Ballad from Blue Fever
00:00:42.2520000		Lorrie Laborn gains Mage's Ballad from Blue Fever
00:00:42.2520000		Vext Seren gains Mage's Ballad from Blue Fever
00:00:42.2520000		Moryn Ward gains Mage's Ballad from Blue Fever
00:00:42.2520000		Dengue Fever gains Mage's Ballad from Blue Fever
00:00:42.2520000		Nevik Seren gains Mage's Ballad from Blue Fever
00:00:42.2520000		Eos gains Mage's Ballad from Blue Fever
00:00:42.2960000		Typhus Fever gains Surge Protection from 
00:00:42.2960000		Vext Seren prepares Ruin II on Ramuh 21333 (CRITICAL)
00:00:42.3860000		Blue Fever prepares Refulgent Arrow on Ramuh 24165 (CRITICAL)
00:00:42.4290000		Nyghtwel Tayuun Fire IV Ramuh 38653
00:00:42.4740000		Moryn Ward prepares Gust Slash on Ramuh 17027 (DIRECT HIT)
00:00:42.5630000		Typhus Fever prepares Confiteor on Ramuh 32296
00:00:42.6510000		Ramuh prepares Executor Summons on Ramuh 19388
00:00:42.6510000		Moryn Ward prepares Attack on Ramuh 3926
00:00:42.7400000		Nyghtwel Tayuun gains Surge Protection from 
00:00:42.7400000		Dengue Fever prepares Glare on Ramuh 21095
00:00:42.7400000		The limit break guage has been updated to 3080. 3 bars are available.
00:00:42.8730000		Moryn Ward Gust Slash Ramuh 17027
00:00:42.9610000		Lorrie Laborn prepares Attack on Ramuh 5946 (DIRECT HIT)
00:00:43.1840000		Typhus Fever Confiteor Ramuh 32296
00:00:43.1840000		Moryn Ward Attack Ramuh 3926
00:00:43.2280000		Vext Seren Ruin II Ramuh 21333
00:00:43.3610000		Blue Fever prepares Bloodletter on Ramuh 9045 (DIRECT HIT)
00:00:43.4940000		Lorrie Laborn Attack Ramuh 5946
00:00:43.4940000		Nyghtwel Tayuun prepares Fire IV on Ramuh 59065 (CRITICAL)
00:00:43.4940000		Nyghtwel Tayuun gains Triplecast from Nyghtwel Tayuun
00:00:43.8060000		Lorrie Laborn prepares Midare Setsugekka on Ramuh 90581 (CRITICAL)
00:00:43.8500000		Blue Fever Refulgent Arrow Ramuh 24165
00:00:43.8500000		Moryn Ward prepares Bhavacakra on Ramuh 19499 (CRITICAL)
00:00:43.9390000		Nevik Seren prepares Maim on Ramuh 8634
00:00:44.0720000		Dengue Fever Glare Ramuh 21095
00:00:44.0720000		Blue Fever prepares Shot on Ramuh 3927
00:00:44.1170000		Vext Seren prepares Fey Illumination on Vext Seren 
00:00:44.1610000		Dengue Fever prepares Swiftcast on Dengue Fever 
00:00:44.1610000		Dengue Fever gains Swiftcast from Dengue Fever
00:00:44.2060000		Typhus Fever gains Surge Protection from 
00:00:44.4720000		Lorrie Laborn Midare Setsugekka Ramuh 90581
00:00:44.5160000		Moryn Ward Bhavacakra Ramuh 19499
00:00:44.5610000		Nevik Seren Maim Ramuh 8634
00:00:44.6500000		Nyghtwel Tayuun Fire IV Ramuh 59065
00:00:44.8270000		Blue Fever Shot Ramuh 3927
00:00:44.8270000		Moryn Ward prepares Aeolian Edge on Ramuh 29119 (CRITICAL)
00:00:44.8720000		Blue Fever prepares Burst Shot on Ramuh 17782 (CRITICAL)
00:00:44.8720000		Moryn Ward prepares Attack on Ramuh 3810
00:00:44.8720000		Nevik Seren prepares Attack on Ramuh 3817
00:00:44.8720000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:44.9170000		Eos gains Summon Order II from Eos
00:00:44.9610000		Blue Fever Bloodletter Ramuh 9045
00:00:44.9610000		Eos prepares Fey Illumination on Vext Seren +317 (CRITICAL)
00:00:44.9610000		Eos prepares Fey Illumination on Moryn Ward +317 (CRITICAL)
00:00:44.9610000		Eos prepares Fey Illumination on Lorrie Laborn +317 (CRITICAL)
00:00:44.9610000		Eos prepares Fey Illumination on Nyghtwel Tayuun +317 (CRITICAL)
00:00:44.9610000		Eos prepares Fey Illumination on Nevik Seren +317 (CRITICAL)
00:00:44.9620000		Dengue Fever prepares Glare on Ramuh 20810
00:00:45.1390000		Lorrie Laborn prepares Hakaze on Ramuh 14710 (CRITICAL)
00:00:45.1830000		Ramuh prepares Unknown_4Bc9 on Nevik Seren 28780
00:00:45.2720000		Nyghtwel Tayuun gains Mage's Ballad from Blue Fever
00:00:45.2720000		Typhus Fever gains Mage's Ballad from Blue Fever
00:00:45.2720000		Lorrie Laborn gains Mage's Ballad from Blue Fever
00:00:45.2720000		Vext Seren gains Mage's Ballad from Blue Fever
00:00:45.2720000		Moryn Ward gains Mage's Ballad from Blue Fever
00:00:45.2720000		Dengue Fever gains Mage's Ballad from Blue Fever
00:00:45.2720000		Nevik Seren gains Mage's Ballad from Blue Fever
00:00:45.2720000		Eos gains Mage's Ballad from Blue Fever
00:00:45.3600000		Moryn Ward Aeolian Edge Ramuh 29119
00:00:45.4050000		Moryn Ward Attack Ramuh 3810
00:00:45.4050000		Nevik Seren Attack Ramuh 3817
00:00:45.7160000		Nyghtwel Tayuun prepares Despair on Ramuh 80692 (CRITICAL)
00:00:45.7160000		The limit break guage has been updated to 3300. 3 bars are available.
00:00:45.7160000		Nyghtwel Tayuun gains Thundercloud from Nyghtwel Tayuun
00:00:45.8040000		Lorrie Laborn Hakaze Ramuh 14710
00:00:45.9370000		Moryn Ward gains Surge Protection from 
00:00:45.9810000		Ramuh Unknown_4Bc9 Nevik Seren 28780
00:00:46.0700000		Lorrie Laborn prepares Attack on Ramuh 4552
00:00:46.1150000		Typhus Fever gains Surge Protection from 
00:00:46.1590000		Vext Seren gains Fey Illumination from Eos
00:00:46.2030000		Nyghtwel Tayuun Despair Ramuh 80692
00:00:46.2920000		Dengue Fever Glare Ramuh 20810
00:00:46.2920000		Moryn Ward gains Fey Illumination from Eos
00:00:46.2920000		Nevik Seren prepares Storm's Eye on Ramuh 10533
00:00:46.3370000		Blue Fever Burst Shot Ramuh 17782
00:00:46.4260000		Lorrie Laborn gains Fey Illumination from Eos
00:00:46.5590000		Nyghtwel Tayuun gains Fey Illumination from Eos
00:00:46.5590000		Eos prepares Embrace on Nevik Seren +4471
00:00:46.6040000		Lorrie Laborn Attack Ramuh 4552
00:00:46.6920000		Nevik Seren gains Fey Illumination from Eos
00:00:46.8250000		Vext Seren prepares Broil III on Ramuh 18264
00:00:46.9130000		Moryn Ward prepares Spinning Edge on Ramuh 13957 (CRITICAL)
00:00:47.0480000		Nevik Seren prepares Upheaval on Ramuh 12443
00:00:47.0920000		Moryn Ward prepares Attack on Ramuh 3935
00:00:47.1370000		Blue Fever prepares Shot on Ramuh 4953 (DIRECT HIT)
00:00:47.1810000		Eos Embrace Nevik Seren 4471
00:00:47.2250000		Lorrie Laborn prepares Jinpu on Ramuh 18370 (DIRECT HIT)
00:00:47.3140000		Moryn Ward Spinning Edge Ramuh 13957
00:00:47.6250000		Vext Seren Broil III Ramuh 18264
00:00:47.6250000		Moryn Ward Attack Ramuh 3935
00:00:47.6250000		Blue Fever prepares Refulgent Arrow on Ramuh 15826
00:00:47.7130000		Nevik Seren Upheaval Ramuh 12443
00:00:47.8910000		Blue Fever Shot Ramuh 4953
00:00:47.8910000		Lorrie Laborn Jinpu Ramuh 18370
00:00:47.8910000		Lorrie Laborn gains Jinpu from Lorrie Laborn
00:00:47.9360000		Nevik Seren Storm's Eye Ramuh 10533
00:00:47.9360000		Nevik Seren gains Storm's Eye from Nevik Seren
00:00:48.0690000		Lorrie Laborn prepares Hissatsu: Shinten on Ramuh 19086 (DIRECT HIT)
00:00:48.1140000		Typhus Fever prepares Fast Blade on Ramuh 5692
00:00:48.1140000		Typhus Fever prepares Attack on Ramuh 2344
00:00:48.2030000		Ramuh prepares Unknown_4Bc9 on Nevik Seren 26678
00:00:48.2480000		Nevik Seren prepares Attack on Ramuh 6418 (CRITICAL)
00:00:48.2480000		Nyghtwel Tayuun gains Mage's Ballad from Blue Fever
00:00:48.2480000		Typhus Fever gains Mage's Ballad from Blue Fever
00:00:48.2480000		Lorrie Laborn gains Mage's Ballad from Blue Fever
00:00:48.2480000		Vext Seren gains Mage's Ballad from Blue Fever
00:00:48.2480000		Moryn Ward gains Mage's Ballad from Blue Fever
00:00:48.2480000		Dengue Fever gains Mage's Ballad from Blue Fever
00:00:48.2480000		Nevik Seren gains Mage's Ballad from Blue Fever
00:00:48.2480000		Eos gains Mage's Ballad from Blue Fever
00:00:48.3810000		Blue Fever prepares Bloodletter on Ramuh 6857
00:00:48.3810000		Lorrie Laborn prepares Attack on Ramuh 7212 (CRITICAL)
00:00:48.4250000		Raiden prepares Unknown_4E61 on Typhus Fever 9304
00:00:48.6470000		Typhus Fever Attack Ramuh 2344
00:00:48.6470000		Nevik Seren prepares Heavy Swing on Ramuh 10358 (CRITICAL)
00:00:48.7350000		Typhus Fever Fast Blade Ramuh 5692
00:00:48.7350000		Lorrie Laborn Hissatsu: Shinten Ramuh 19086
00:00:48.7360000		The limit break guage has been updated to 3520. 3 bars are available.
00:00:48.7790000		Nevik Seren Attack Ramuh 6418
00:00:48.8680000		Blue Fever gains Surge Protection from 
00:00:48.9130000		Lorrie Laborn Attack Ramuh 7212
00:00:48.9580000		Nyghtwel Tayuun prepares Blizzard III on Ramuh 19349 (CRITICAL)
00:00:49.0020000		Ramuh Unknown_4Bc9 Nevik Seren 26678
00:00:49.0910000		Blue Fever Refulgent Arrow Ramuh 15826
00:00:49.0910000		Moryn Ward prepares Gust Slash on Ramuh 20022 (CRITICAL)
00:00:49.1800000		Nevik Seren Heavy Swing Ramuh 10358
00:00:49.2690000		Moryn Ward prepares Attack on Ramuh 4570 (DIRECT HIT)
00:00:49.3140000		Lorrie Laborn prepares Gekko on Ramuh 26935 (DIRECT HIT)
00:00:49.3140000		Vext Seren prepares Broil III on Ramuh 30850 (CRITICAL)
00:00:49.3580000		Dengue Fever prepares Glare on Ramuh 40458 (CRITICAL)
00:00:49.4470000		Raiden Unknown_4E61 Typhus Fever 9304
00:00:49.4920000		Moryn Ward Gust Slash Ramuh 20022
00:00:49.7590000		Blue Fever prepares Bloodletter on Ramuh 10814 (CRITICAL)
00:00:49.8030000		Moryn Ward Attack Ramuh 4570
00:00:49.8480000		Nyghtwel Tayuun Blizzard III Ramuh 19349
00:00:49.8480000		Eos prepares Embrace on Typhus Fever +6824 (CRITICAL)
00:00:49.9810000		Blue Fever Bloodletter Ramuh 6857
00:00:50.0710000		Lorrie Laborn Gekko Ramuh 26935
00:00:50.1150000		Vext Seren Broil III Ramuh 30850
00:00:50.1600000		Nyghtwel Tayuun prepares Xenoglossy on Ramuh 53955
00:00:50.2050000		Blue Fever prepares Shot on Ramuh 4817 (DIRECT HIT)
00:00:50.3830000		Typhus Fever prepares Attack on Ramuh 2250
00:00:50.4710000		Eos Embrace Typhus Fever 6824
00:00:50.4710000		Typhus Fever prepares Riot Blade on Ramuh 7868
00:00:50.5600000		Blue Fever prepares Stormbite on Ramuh 4611
00:00:50.5600000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:50.6490000		Dengue Fever Glare Ramuh 40458
00:00:50.6930000		Nevik Seren gains Surge Protection from 
00:00:50.6930000		Lorrie Laborn prepares Attack on Ramuh 4582
00:00:50.8260000		Nyghtwel Tayuun Xenoglossy Ramuh 53955
00:00:50.9150000		Typhus Fever Attack Ramuh 2250
00:00:50.9600000		Blue Fever Shot Ramuh 4817
00:00:51.1820000		Moryn Ward prepares Aeolian Edge on Ramuh 23510 (DIRECT HIT)
00:00:51.2260000		Typhus Fever Riot Blade Ramuh 7868
00:00:51.2260000		Lorrie Laborn Attack Ramuh 4582
00:00:51.2710000		Blue Fever prepares Empyreal Arrow on Ramuh 11258
00:00:51.2710000		Nyghtwel Tayuun gains Mage's Ballad from Blue Fever
00:00:51.2710000		Typhus Fever gains Mage's Ballad from Blue Fever
00:00:51.2710000		Lorrie Laborn gains Mage's Ballad from Blue Fever
00:00:51.2710000		Vext Seren gains Mage's Ballad from Blue Fever
00:00:51.2710000		Moryn Ward gains Mage's Ballad from Blue Fever
00:00:51.2710000		Dengue Fever gains Mage's Ballad from Blue Fever
00:00:51.2710000		Nevik Seren gains Mage's Ballad from Blue Fever
00:00:51.2710000		Eos gains Mage's Ballad from Blue Fever
00:00:51.3600000		Blue Fever Bloodletter Ramuh 10814
00:00:51.3600000		Typhus Fever prepares Spirits Within on Ramuh 10422
00:00:51.4040000		Lorrie Laborn prepares Hakaze on Ramuh 8814
00:00:51.4490000		Raiden prepares Unknown_4E61 on Typhus Fever +7556 (CRITICAL)
00:00:51.4490000		Moryn Ward prepares Attack on Ramuh 3761
00:00:51.6260000		Nevik Seren prepares Attack on Ramuh 3958
00:00:51.7150000		Moryn Ward Aeolian Edge Ramuh 23510
00:00:51.7150000		The limit break guage has been updated to 3740. 3 bars are available.
00:00:51.8490000		Blue Fever Stormbite Ramuh 4611
00:00:51.8490000		Ramuh gains Stormbite from Blue Fever
00:00:51.8490000		Vext Seren prepares Broil III on Ramuh 19032
00:00:51.9380000		Nevik Seren prepares Maim on Ramuh 9489
00:00:51.9820000		Moryn Ward Attack Ramuh 3761
00:00:52.0710000		Lorrie Laborn Hakaze Ramuh 8814
00:00:52.0710000		Blue Fever prepares Bloodletter on Ramuh 11242 (CRITICAL)
00:00:52.1160000		Ramuh prepares Fury's Bolt on Ramuh 
00:00:52.1600000		Nevik Seren Attack Ramuh 3958
00:00:52.2480000		Typhus Fever Spirits Within Ramuh 10422
00:00:52.2920000		Blue Fever Empyreal Arrow Ramuh 11258
00:00:52.3820000		Nyghtwel Tayuun prepares Thunder III on Ramuh 43099 (CRITICAL)
00:00:52.4700000		Raiden Unknown_4E61 Typhus Fever 7556
00:00:52.5590000		Nevik Seren Maim Ramuh 9489
00:00:52.6480000		Vext Seren Broil III Ramuh 19032
00:00:52.6480000		Typhus Fever prepares Attack on Ramuh 3641 (CRITICAL)
00:00:52.8700000		Typhus Fever prepares Goring Blade on Ramuh 10602
00:00:53.0030000		Lorrie Laborn prepares Attack on Ramuh 4416
00:00:53.0480000		Blue Fever prepares Caustic Bite on Ramuh 6964
00:00:53.0480000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:53.0920000		Ramuh gains Fury's Bolt from Ramuh
00:00:53.1370000		Eos prepares Embrace on Typhus Fever +4269
00:00:53.1800000		Typhus Fever Attack Ramuh 3641
00:00:53.2700000		Blue Fever prepares Shot on Ramuh 4109
00:00:53.2700000		Moryn Ward prepares Spinning Edge on Ramuh 8797
00:00:53.4040000		Typhus Fever Goring Blade Ramuh 10602
00:00:53.4040000		Ramuh gains Goring Blade from Typhus Fever
00:00:53.4480000		Nyghtwel Tayuun Thunder III Ramuh 43099
00:00:53.4480000		Ramuh gains Thunder III from Nyghtwel Tayuun
00:00:53.4920000		Lorrie Laborn prepares Yukikaze on Ramuh 20830 (DIRECT HIT)
00:00:53.5370000		Lorrie Laborn Attack Ramuh 4416
00:00:53.6700000		Blue Fever Bloodletter Ramuh 11242
00:00:53.6700000		Moryn Ward Spinning Edge Ramuh 8797
00:00:53.6700000		Typhus Fever prepares Circle Of Scorn on Ramuh 3287
00:00:53.6700000		Moryn Ward prepares Attack on Ramuh 3966
00:00:53.7590000		Eos Embrace Typhus Fever 4269
00:00:53.8040000		Dengue Fever prepares Glare on Ramuh 19682
00:00:54.0240000		Blue Fever Shot Ramuh 4109
00:00:54.2020000		Moryn Ward Attack Ramuh 3966
00:00:54.2460000		Ramuh prepares Unknown_4Bc9 on Nevik Seren 25724
00:00:54.2460000		Nyghtwel Tayuun gains Mage's Ballad from Blue Fever
00:00:54.2460000		Typhus Fever gains Mage's Ballad from Blue Fever
00:00:54.2460000		Lorrie Laborn gains Mage's Ballad from Blue Fever
00:00:54.2460000		Vext Seren gains Mage's Ballad from Blue Fever
00:00:54.2460000		Moryn Ward gains Mage's Ballad from Blue Fever
00:00:54.2460000		Dengue Fever gains Mage's Ballad from Blue Fever
00:00:54.2460000		Nevik Seren gains Mage's Ballad from Blue Fever
00:00:54.2460000		Eos gains Mage's Ballad from Blue Fever
00:00:54.2900000		Lorrie Laborn Yukikaze Ramuh 20830
00:00:54.2900000		Nevik Seren prepares Storm's Path on Ramuh 11454
00:00:54.3790000		Blue Fever Caustic Bite Ramuh 6964
00:00:54.3790000		Ramuh gains Caustic Bite from Blue Fever
00:00:54.3790000		Vext Seren prepares Broil III on Ramuh 17885
00:00:54.4680000		Raiden prepares Unknown_4E61 on Typhus Fever 8742
00:00:54.5120000		Dengue Fever gains Surge Protection from 
00:00:54.6890000		Typhus Fever Circle Of Scorn Ramuh 3287
00:00:54.6890000		Ramuh gains Circle Of Scorn from Typhus Fever
00:00:54.7340000		The limit break guage has been updated to 3960. 3 bars are available.
00:00:54.9110000		Typhus Fever prepares Attack on Ramuh 2299
00:00:55		Nevik Seren prepares Attack on Ramuh 4039
00:00:55.0440000		Ramuh Unknown_4Bc9 Nevik Seren 25724
00:00:55.1330000		Dengue Fever Glare Ramuh 19682
00:00:55.1770000		Vext Seren Broil III Ramuh 17885
00:00:55.2220000		Typhus Fever prepares Fast Blade on Ramuh 8624 (CRITICAL)
00:00:55.3100000		Lorrie Laborn prepares Attack on Ramuh 4568
00:00:55.3550000		Moryn Ward prepares Ten on Moryn Ward 
00:00:55.3550000		Moryn Ward gains Mudra from Moryn Ward
00:00:55.4440000		Typhus Fever Attack Ramuh 2299
00:00:55.4880000		Raiden Unknown_4E61 Typhus Fever 8742
00:00:55.5330000		Nevik Seren Attack Ramuh 4039
00:00:55.5330000		Blue Fever prepares Apex Arrow on Ramuh 28219
00:00:55.5770000		Lorrie Laborn prepares Hakaze on Ramuh 14992 (CRITICAL)
00:00:55.7540000		Nyghtwel Tayuun prepares Fire III on Ramuh 12195
00:00:55.7980000		Nevik Seren Storm's Path Ramuh 11454
00:00:55.8420000		Typhus Fever Fast Blade Ramuh 8624
00:00:55.8420000		Lorrie Laborn Attack Ramuh 4568
00:00:55.8870000		Moryn Ward prepares Chi on Moryn Ward 
00:00:55.8870000		Moryn Ward prepares Attack on Ramuh 4806 (DIRECT HIT)
00:00:55.8870000		Moryn Ward gains Mudra from Moryn Ward
00:00:56.2440000		Lorrie Laborn Hakaze Ramuh 14992
00:00:56.2440000		Blue Fever prepares Bloodletter on Ramuh 6941
00:00:56.3320000		Blue Fever prepares Shot on Ramuh 4231
00:00:56.3320000		Moryn Ward prepares Jin on Moryn Ward 
00:00:56.3320000		Moryn Ward gains Mudra from Moryn Ward
00:00:56.3770000		Lorrie Laborn prepares Hissatsu: Shinten on Ramuh 19180 (DIRECT HIT)
00:00:56.4210000		Moryn Ward Attack Ramuh 4806
00:00:56.5980000		Blue Fever Apex Arrow Ramuh 28219
00:00:56.5980000		Eos prepares Embrace on Typhus Fever +4336
00:00:56.6420000		Dengue Fever prepares Glare on Ramuh 19949
00:00:56.6420000		Nevik Seren prepares Fell Cleave on Ramuh 19021
00:00:56.8640000		Moryn Ward prepares Suiton on Ramuh 48777 (CRITICAL)
00:00:56.8640000		Moryn Ward gains Suiton from Moryn Ward
00:00:56.9080000		Vext Seren prepares Broil III on Ramuh 29055 (CRITICAL)
00:00:57.0410000		Nyghtwel Tayuun Fire III Ramuh 12195
00:00:57.0410000		Lorrie Laborn Hissatsu: Shinten Ramuh 19180
00:00:57.0860000		Blue Fever Shot Ramuh 4231
00:00:57.1740000		Typhus Fever prepares Attack on Ramuh 2341
00:00:57.2190000		Eos Embrace Typhus Fever 4336
00:00:57.2630000		Ramuh prepares Unknown_4Bc9 on Nevik Seren 26004
00:00:57.2630000		Nyghtwel Tayuun gains Mage's Ballad from Blue Fever
00:00:57.2630000		Typhus Fever gains Mage's Ballad from Blue Fever
00:00:57.2630000		Lorrie Laborn gains Mage's Ballad from Blue Fever
00:00:57.2630000		Vext Seren gains Mage's Ballad from Blue Fever
00:00:57.2630000		Moryn Ward gains Mage's Ballad from Blue Fever
00:00:57.2630000		Dengue Fever gains Mage's Ballad from Blue Fever
00:00:57.2630000		Nevik Seren gains Mage's Ballad from Blue Fever
00:00:57.2630000		Eos gains Mage's Ballad from Blue Fever
00:00:57.3070000		Nevik Seren Fell Cleave Ramuh 19021
00:00:57.4850000		Raiden prepares Unknown_4E61 on Typhus Fever 8825
00:00:57.6180000		Typhus Fever prepares Riot Blade on Ramuh 8214
00:00:57.6180000		Lorrie Laborn prepares Attack on Ramuh 4434
00:00:57.6620000		Lorrie Laborn prepares Shifu on Ramuh 15193
00:00:57.7060000		Typhus Fever Attack Ramuh 2341
00:00:57.7060000		Vext Seren Broil III Ramuh 29055
00:00:57.7510000		The limit break guage has been updated to 4180. 3 bars are available.
00:00:57.8390000		Blue Fever Bloodletter Ramuh 6941
00:00:57.8390000		Moryn Ward Suiton Ramuh 48777
00:00:57.8390000		Dengue Fever prepares Dia on Ramuh 12040 (CRITICAL)
00:00:57.9720000		Dengue Fever Glare Ramuh 19949
00:00:58.0170000		Blue Fever prepares Refulgent Arrow on Ramuh 25134 (CRITICAL)
00:00:58.0610000		Ramuh Unknown_4Bc9 Nevik Seren 26004
00:00:58.1050000		Moryn Ward prepares Attack on Ramuh 3683
00:00:58.1500000		Lorrie Laborn Attack Ramuh 4434
00:00:58.3710000		Typhus Fever Riot Blade Ramuh 8214
00:00:58.3710000		Nevik Seren prepares Attack on Ramuh 4264
00:00:58.4160000		Moryn Ward prepares Gust Slash on Ramuh 12692
00:00:58.4600000		Lorrie Laborn Shifu Ramuh 15193
00:00:58.4600000		Lorrie Laborn gains Shifu from Lorrie Laborn
00:00:58.5040000		Raiden Unknown_4E61 Typhus Fever 8825
00:00:58.6380000		Moryn Ward Attack Ramuh 3683
00:00:58.7270000		Dengue Fever prepares Assize on Dengue Fever +18329
00:00:58.7270000		Dengue Fever prepares Assize on Nevik Seren +28434 (CRITICAL)
00:00:58.7270000		Dengue Fever prepares Assize on Ramuh 32428 (DIRECT HIT)
00:00:58.7270000		Dengue Fever prepares Assize on Blue Fever +18466
00:00:58.8160000		Moryn Ward Gust Slash Ramuh 12692
00:00:58.9050000		Nevik Seren Attack Ramuh 4264
00:00:58.9500000		Nyghtwel Tayuun prepares Fire IV on Ramuh 40298
00:00:58.9940000		Nevik Seren prepares Heavy Swing on Ramuh 6245
00:00:59.1270000		Dengue Fever Dia Ramuh 12040
00:00:59.1270000		Ramuh gains Dia from Dengue Fever
00:00:59.3940000		Blue Fever prepares Shot on Ramuh 6462 (CRITICAL)
00:00:59.4390000		Typhus Fever prepares Attack on Ramuh 2282
00:00:59.4390000		Vext Seren prepares Broil III on Ramuh 18337
00:00:59.4830000		Blue Fever Refulgent Arrow Ramuh 25134
00:00:59.5270000		Dengue Fever Assize Nevik Seren 28434
00:00:59.5270000		Nevik Seren Heavy Swing Ramuh 6245
00:00:59.6600000		Dengue Fever Assize Ramuh 32428
00:00:59.7490000		Nevik Seren prepares Reprisal on Ramuh 
00:00:59.8820000		Lorrie Laborn prepares Kasha on Ramuh 22662
00:00:59.9260000		Lorrie Laborn prepares Attack on Ramuh 6003 (DIRECT HIT)
00:00:59.9710000		Typhus Fever Attack Ramuh 2282
00:01:00.0150000		Typhus Fever prepares Royal Authority on Ramuh 15631
00:01:00.0150000		Typhus Fever gains Sword Oath from Typhus Fever
00:01:00.1030000		Nyghtwel Tayuun Fire IV Ramuh 40298
00:01:00.1480000		Blue Fever Shot Ramuh 6462
00:01:00.1480000		Eos prepares Embrace on Typhus Fever +7091 (CRITICAL)
00:01:00.2370000		Vext Seren Broil III Ramuh 18337
00:01:00.2370000		Nyghtwel Tayuun gains Mage's Ballad from Blue Fever
00:01:00.2370000		Typhus Fever gains Mage's Ballad from Blue Fever
00:01:00.2370000		Lorrie Laborn gains Mage's Ballad from Blue Fever
00:01:00.2370000		Vext Seren gains Mage's Ballad from Blue Fever
00:01:00.2370000		Moryn Ward gains Mage's Ballad from Blue Fever
00:01:00.2370000		Dengue Fever gains Mage's Ballad from Blue Fever
00:01:00.2370000		Nevik Seren gains Mage's Ballad from Blue Fever
00:01:00.2370000		Eos gains Mage's Ballad from Blue Fever
00:01:00.2820000		Moryn Ward prepares Attack on Ramuh 4625 (DIRECT HIT)
00:01:00.4240000		Ramuh gains Reprisal from Nevik Seren
00:01:00.4600000		Lorrie Laborn Attack Ramuh 6003
00:01:00.4600000		Blue Fever prepares Burst Shot on Ramuh 13400 (DIRECT HIT)
00:01:00.5050000		Lorrie Laborn Kasha Ramuh 22662
00:01:00.5050000		Raiden prepares Unknown_4E61 on Typhus Fever +7506 (CRITICAL)
00:01:00.5050000		Moryn Ward prepares Aeolian Edge on Ramuh 24279 (DIRECT HIT)
00:01:00.5940000		Typhus Fever Royal Authority Ramuh 15631
00:01:00.6380000		Lorrie Laborn prepares Hissatsu: Kaiten on Lorrie Laborn 1229 (DIRECT HIT)
00:01:00.6380000		Lorrie Laborn gains Kaiten from Lorrie Laborn
00:01:00.7310000		The limit break guage has been updated to 4400. 3 bars are available.
00:01:00.7760000		Eos Embrace Typhus Fever 7091
00:01:00.8170000		Moryn Ward Attack Ramuh 4625
00:01:01.0390000		Moryn Ward Aeolian Edge Ramuh 24279
00:01:01.3070000		Nevik Seren prepares Maim on Ramuh 9561
00:01:01.3510000		Blue Fever prepares Bloodletter on Ramuh 7269
00:01:01.5290000		Raiden Unknown_4E61 Typhus Fever 7506
00:01:01.6180000		Nyghtwel Tayuun prepares Fire IV on Ramuh 58839 (CRITICAL)
00:01:01.7070000		Typhus Fever prepares Attack on Ramuh 2347
00:01:01.7520000		Nevik Seren prepares Attack on Ramuh 4137
00:01:01.9300000		Blue Fever Burst Shot Ramuh 13400
00:01:01.9300000		Nevik Seren Maim Ramuh 9561
00:01:01.9750000		Vext Seren prepares Broil III on Ramuh 18752
00:01:02.2430000		Typhus Fever Attack Ramuh 2347
00:01:02.2870000		Nevik Seren Attack Ramuh 4137
00:01:02.3320000		Dengue Fever prepares Glare on Ramuh 19390
00:01:02.4660000		Blue Fever prepares Shot on Ramuh 5190 (DIRECT HIT)
00:01:02.4660000		Moryn Ward prepares Attack on Ramuh 4527 (DIRECT HIT)
00:01:02.5990000		Vext Seren prepares Biolysis on Ramuh +1895 (CRITICAL)
00:01:02.5990000		Moryn Ward prepares Spinning Edge on Ramuh 14469 (CRITICAL)
00:01:02.6880000		Typhus Fever prepares Atonement on Ramuh 22440 (CRITICAL)
00:01:02.6880000		Typhus Fever gains Sword Oath from Typhus Fever
00:01:02.7330000		Lorrie Laborn prepares Midare Setsugekka on Ramuh 57140
00:01:02.7770000		Nyghtwel Tayuun Fire IV Ramuh 58839
00:01:02.7770000		Vext Seren Broil III Ramuh 18752
00:01:02.9550000		Blue Fever Bloodletter Ramuh 7269
00:01:02.9550000		Blue Fever prepares Burst Shot on Ramuh 13590 (DIRECT HIT)
00:01:03		Moryn Ward Spinning Edge Ramuh 14469
00:01:03		Moryn Ward Attack Ramuh 4527
00:01:03.0440000		Lorrie Laborn prepares Attack on Ramuh 8937 (CRITICAL)
00:01:03.2230000		Blue Fever Shot Ramuh 5190
00:01:03.2230000		Ramuh gains Biolysis from Vext Seren
00:01:03.2670000		Ramuh prepares Judgment Volts on Ramuh 
00:01:03.2670000		Nyghtwel Tayuun gains Mage's Ballad from Blue Fever
00:01:03.2670000		Typhus Fever gains Mage's Ballad from Blue Fever
00:01:03.2670000		Lorrie Laborn gains Mage's Ballad from Blue Fever
00:01:03.2670000		Vext Seren gains Mage's Ballad from Blue Fever
